"SurveyNum","SiteNum","Name","Region","Municipality","ID","lat","long","Sample.Name","AC1359_1","AC1359_2","APR_Cf29_1","APR_Cf29_2","APY_65_1","APY_65_2","NNG_012_1","NNG_012_2"
14,7,"Looc","Cebu","Santander",60,9.414151164,123.3137128,"APCL60",?,?,210,212,250,254,?,?
14,7,"Looc","Cebu","Santander",61,9.414039727,123.3136802,"APCL61",240,240,216,229,?,?,?,?
14,7,"Looc","Cebu","Santander",62,9.414039727,123.3136802,"APCL62",250,250,?,?,?,?,?,?
14,7,"Looc","Cebu","Santander",63,9.414038092,123.3136747,"APCL63",240,250,207,210,256,256,?,?
14,7,"Looc","Cebu","Santander",64,9.413968313,123.3136242,"APCL64",242,242,212,218,?,?,115,115
14,7,"Looc","Cebu","Santander",65,9.413953791,123.3136534,"APCL65",240,244,207,209,?,?,?,?
14,7,"Looc","Cebu","Santander",67,9.413871041,123.3137655,"APCL67",242,242,210,210,256,256,?,?
14,7,"Looc","Cebu","Santander",68,9.413871083,123.3137445,"APCL68",240,242,210,210,?,?,?,?
14,7,"Looc","Cebu","Santander",69,9.413822615,123.3140877,"APCL69",240,242,210,218,?,?,?,?
14,7,"Looc","Cebu","Santander",70,9.413822615,123.3140877,"APCL70",?,?,?,?,250,254,?,?
25,8,"Arbor MPA 1","Cebu","Boljoon",124,9.634901786,123.484704,"APCL124",240,244,210,210,?,?,?,?
25,8,"Arbor MPA 1","Cebu","Boljoon",125,9.634901786,123.484704,"APCL125",240,240,210,210,256,256,?,?
25,8,"Arbor MPA 1","Cebu","Boljoon",126,9.635981626,123.4850874,"APCL126",240,242,214,216,?,?,111,115
25,8,"Arbor MPA 1","Cebu","Boljoon",127,9.635981626,123.4850874,"APCL127",240,240,210,229,250,254,115,115
25,8,"Arbor MPA 1","Cebu","Boljoon",128,9.635942923,123.4850802,"APCL128",242,250,210,229,250,254,115,117
25,8,"Arbor MPA 1","Cebu","Boljoon",129,9.635981626,123.4850874,"APCL129",240,242,?,?,?,?,115,115
25,8,"Arbor MPA 1","Cebu","Boljoon",130,9.635981626,123.4850874,"APCL130",240,242,210,210,?,?,115,115
25,8,"Arbor MPA 1","Cebu","Boljoon",131,9.63597469,123.4850896,"APCL131",240,246,212,218,?,?,?,?
25,8,"Arbor MPA 1","Cebu","Boljoon",132,9.636083592,123.4850902,"APCL132",240,240,229,229,?,?,?,?
25,8,"Arbor MPA 1","Cebu","Boljoon",133,9.636081036,123.4850745,"APCL133",242,246,?,?,250,256,111,111
25,8,"Arbor MPA 1","Cebu","Boljoon",134,9.636081036,123.4850745,"APCL134",242,246,209,210,?,?,111,111
25,8,"Arbor MPA 1","Cebu","Boljoon",135,9.636081036,123.4850745,"APCL135",240,242,210,218,?,?,111,111
25,8,"Arbor MPA 1","Cebu","Boljoon",136,9.636081036,123.4850745,"APCL136",240,242,210,218,250,256,111,111
25,8,"Arbor MPA 1","Cebu","Boljoon",139,9.636147399,123.4851389,"APCL139",240,240,210,218,256,256,111,111
25,8,"Arbor MPA 1","Cebu","Boljoon",140,9.636371825,123.4852872,"APCL140",240,240,212,216,?,?,111,115
25,8,"Arbor MPA 1","Cebu","Boljoon",141,9.636560543,123.4853582,"APCL141",242,246,216,229,?,?,115,115
26,8,"Arbor MPA 2","Cebu","Boljoon",142,9.636718899,123.4854225,"APCL142",240,244,210,218,254,256,111,115
26,8,"Arbor MPA 2","Cebu","Boljoon",143,9.636718899,123.4854225,"APCL143",240,242,?,?,254,256,?,?
26,8,"Arbor MPA 2","Cebu","Boljoon",144,9.636765125,123.4854166,"APCL144",240,242,210,210,?,?,111,115
26,8,"Arbor MPA 2","Cebu","Boljoon",145,9.636765125,123.4854166,"APCL145",240,250,210,210,250,250,111,111
19,9,"Lang-tad MPA","Cebu","Argao",88,9.899667939,123.6086093,"APCL88",240,240,214,229,250,254,?,?
19,9,"Lang-tad MPA","Cebu","Argao",89,9.899667939,123.6086093,"APCL89",242,246,210,222,?,?,111,115
19,9,"Lang-tad MPA","Cebu","Argao",90,9.899682754,123.6086295,"APCL90",242,242,209,216,?,?,111,115
19,9,"Lang-tad MPA","Cebu","Argao",91,9.899682754,123.6086295,"APCL91",229,242,?,?,?,?,111,111
19,9,"Lang-tad MPA","Cebu","Argao",92,9.899682754,123.6086295,"APCL92",240,240,?,?,?,?,111,115
19,9,"Lang-tad MPA","Cebu","Argao",93,9.900374869,123.6084625,"APCL93",240,242,210,214,?,?,111,115
19,9,"Lang-tad MPA","Cebu","Argao",94,9.900374869,123.6084625,"APCL94",240,242,212,218,250,256,111,115
19,9,"Lang-tad MPA","Cebu","Argao",95,9.900452045,123.6082719,"APCL95",242,242,210,212,?,?,?,?
19,9,"Lang-tad MPA","Cebu","Argao",96,9.900672405,123.6080943,"APCL96",240,242,210,214,?,?,111,111
19,9,"Lang-tad MPA","Cebu","Argao",97,9.900912526,123.6083074,"APCL97",240,242,210,229,250,254,115,115
20,9,"Poblacion Argao MPA","Cebu","Argao",100,9.87059644,123.6018888,"APCL100",240,240,207,229,?,?,?,?
20,9,"Poblacion Argao MPA","Cebu","Argao",101,9.87064692,123.6018254,"APCL101",240,240,212,229,254,256,?,?
20,9,"Poblacion Argao MPA","Cebu","Argao",102,9.87064692,123.6018254,"APCL102",240,240,210,210,250,256,111,115
20,9,"Poblacion Argao MPA","Cebu","Argao",103,9.869628267,123.5980255,"APCL103",?,?,?,?,256,262,?,?
20,9,"Poblacion Argao MPA","Cebu","Argao",104,9.869628267,123.5980255,"APCL104",240,246,212,216,250,256,111,115
20,9,"Poblacion Argao MPA","Cebu","Argao",105,9.869628267,123.5980255,"APCL105",240,240,210,229,?,?,111,115
20,9,"Poblacion Argao MPA","Cebu","Argao",106,9.869628267,123.5980255,"APCL106",246,250,210,210,?,?,111,115
20,9,"Poblacion Argao MPA","Cebu","Argao",107,9.869392077,123.5973837,"APCL107",240,242,220,229,?,?,111,115
20,9,"Poblacion Argao MPA","Cebu","Argao",108,9.869167769,123.5968019,"APCL108",242,242,212,229,250,250,?,?
21,9,"Tulic MPA","Cebu","Argao",111,9.865211046,123.5883984,"APCL111",240,244,216,218,?,?,115,115
37,10,"Oca–a","Cebu","Carcar",199,10.05841949,123.6385534,"APCL199",240,240,209,229,?,?,?,?
37,10,"Oca–a","Cebu","Carcar",200,10.05841949,123.6385534,"APCL200",242,246,210,210,254,256,111,111
37,10,"Oca–a","Cebu","Carcar",201,10.05841949,123.6385534,"APCL201",240,240,210,216,250,256,111,115
37,10,"Oca–a","Cebu","Carcar",202,10.05837861,123.6385757,"APCL202",240,242,207,220,?,?,?,?
37,10,"Oca–a","Cebu","Carcar",203,10.05837861,123.6385757,"APCL203",240,242,210,218,254,256,111,111
37,10,"Oca–a","Cebu","Carcar",204,10.05837861,123.6385757,"APCL204",240,242,210,216,?,?,111,115
37,10,"Oca–a","Cebu","Carcar",205,10.05837861,123.6385757,"APCL205",240,240,210,218,?,?,111,115
37,10,"Oca–a","Cebu","Carcar",206,10.05859151,123.6386881,"APCL206",?,?,?,?,?,?,?,?
37,10,"Oca–a","Cebu","Carcar",207,10.05859151,123.6386881,"APCL207",240,240,209,212,254,254,?,?
37,10,"Oca–a","Cebu","Carcar",208,10.05913155,123.6385915,"APCL208",240,242,209,210,?,?,?,?
38,10,"Bonbon","Cebu","Carcar",212,10.06561152,123.6413667,"APCL212",240,240,210,212,250,256,115,115
39,10,"Abogon","Cebu","Carcar",217,10.05101374,123.6350463,"APCL217",242,242,210,210,?,?,?,?
39,10,"Abogon","Cebu","Carcar",218,10.05101374,123.6350463,"APCL218",240,244,210,214,250,256,111,115
39,10,"Abogon","Cebu","Carcar",219,10.05181987,123.6352424,"APCL219",240,242,?,?,?,?,?,?
39,10,"Abogon","Cebu","Carcar",220,10.05208141,123.6355666,"APCL220",240,242,210,212,?,?,115,115
40,10,"Lauis Bantayan 1","Cebu","Carcar",221,10.07596761,123.6593001,"APCL221",240,244,210,210,?,?,111,111
40,10,"Lauis Bantayan 1","Cebu","Carcar",222,10.07602364,123.6593172,"APCL222",240,242,210,229,250,256,115,115
40,10,"Lauis Bantayan 1","Cebu","Carcar",223,10.07602364,123.6593172,"APCL223",240,240,229,229,250,250,111,115
40,10,"Lauis Bantayan 1","Cebu","Carcar",224,10.07602364,123.6593172,"APCL224",240,242,201,210,?,?,111,117
40,10,"Lauis Bantayan 1","Cebu","Carcar",225,10.07646533,123.6594767,"APCL225",240,240,210,214,?,?,111,111
31,11,"Macatol","Cebu","Minglanilla",162,10.22717813,123.8195234,"APCL162",240,242,210,212,?,?,115,117
31,11,"Macatol","Cebu","Minglanilla",163,10.2274436,123.8199316,"APCL163",240,240,?,?,?,?,?,?
31,11,"Macatol","Cebu","Minglanilla",165,10.227555,123.8199217,"APCL165",240,240,216,229,?,?,111,117
31,11,"Macatol","Cebu","Minglanilla",166,10.227555,123.8199217,"APCL166",242,242,210,216,?,?,?,?
33,11,"Demi","Cebu","Minglanilla",171,10.22276784,123.7839616,"APCL171",242,242,210,210,248,262,?,?
33,11,"Demi","Cebu","Minglanilla",172,10.22279611,123.783985,"APCL172",242,242,214,218,?,?,111,111
33,11,"Demi","Cebu","Minglanilla",173,10.22279611,123.783985,"APCL173",240,246,?,?,?,?,115,115
33,11,"Demi","Cebu","Minglanilla",176,10.22248116,123.7825489,"APCL176",240,242,210,210,250,256,111,115
33,11,"Demi","Cebu","Minglanilla",177,10.22248116,123.7825489,"APCL177",240,242,210,210,?,?,111,111
34,11,"Macatol 2","Cebu","Minglanilla",182,10.22775575,123.8172531,"APCL182",240,242,210,229,?,?,115,115
35,11,"Katongan","Cebu","Minglanilla",187,10.22506543,123.8048462,"APCL187",240,242,210,218,?,?,111,115
35,11,"Katongan","Cebu","Minglanilla",190,10.22508922,123.8047895,"APCL190",240,240,210,216,250,250,?,?
35,11,"Katongan","Cebu","Minglanilla",191,10.22508922,123.8047895,"APCL191",240,240,207,210,?,?,111,111
35,11,"Katongan","Cebu","Minglanilla",192,10.22508922,123.8047895,"APCL192",240,246,209,218,250,256,115,117
35,11,"Katongan","Cebu","Minglanilla",193,10.22508922,123.8047895,"APCL193",240,242,210,229,?,?,111,115
35,11,"Katongan","Cebu","Minglanilla",194,10.2252326,123.8046048,"APCL194",?,?,?,?,?,?,?,?
35,11,"Katongan","Cebu","Minglanilla",195,10.2252326,123.8046048,"APCL195",240,242,210,214,?,?,111,113
36,11,"Lobog","Cebu","Minglanilla",196,10.2268645,123.7961209,"APCL196",240,240,209,218,256,256,?,?
36,11,"Lobog","Cebu","Minglanilla",197,10.22646353,123.796555,"APCL197",240,240,210,218,?,?,111,111
36,11,"Lobog","Cebu","Minglanilla",198,10.22646353,123.796555,"APCL198",240,240,210,210,250,256,111,111
42,13,"Pantok 1","Cebu","Danao",240,10.55565574,124.0406176,"APCL240",240,242,210,212,?,?,115,115
42,13,"Pantok 1","Cebu","Danao",241,10.55565574,124.0406176,"APCL241",242,244,210,210,256,256,111,111
42,13,"Pantok 1","Cebu","Danao",242,10.55565574,124.0406176,"APCL242",?,?,212,229,?,?,?,?
42,13,"Pantok 1","Cebu","Danao",243,10.55592435,124.040888,"APCL243",240,242,210,229,?,?,?,?
42,13,"Pantok 1","Cebu","Danao",244,10.55706798,124.0408723,"APCL244",240,242,229,229,?,?,111,111
42,13,"Pantok 1","Cebu","Danao",245,10.55712489,124.04077,"APCL245",242,250,210,210,?,?,111,115
42,13,"Pantok 1","Cebu","Danao",246,10.55825498,124.0405153,"APCL246",240,240,207,209,250,256,?,?
42,13,"Pantok 1","Cebu","Danao",247,10.55825498,124.0405153,"APCL247",240,242,210,229,?,?,?,?
42,13,"Pantok 1","Cebu","Danao",248,10.55905554,124.0405115,"APCL248",240,242,216,229,?,?,?,?
42,13,"Pantok 1","Cebu","Danao",249,10.55905554,124.0405115,"APCL249",240,242,210,212,?,?,113,115
42,13,"Pantok 1","Cebu","Danao",250,10.55978581,124.0405327,"APCL250",240,240,210,212,256,256,111,115
42,13,"Pantok 1","Cebu","Danao",251,10.55978581,124.0405327,"APCL251",240,240,210,212,?,?,111,117
42,13,"Pantok 1","Cebu","Danao",252,10.55978581,124.0405327,"APCL252",246,246,212,220,256,256,115,115
43,13,"Pantok 2","Cebu","Danao",253,10.5615466,124.0402441,"APCL253",240,240,212,216,?,?,111,111
43,13,"Pantok 2","Cebu","Danao",254,10.5624569,124.0404172,"APCL254",240,242,210,229,248,256,111,111
43,13,"Pantok 2","Cebu","Danao",255,10.5624569,124.0404172,"APCL255",242,246,212,218,?,?,111,111
43,13,"Pantok 2","Cebu","Danao",256,10.5624569,124.0404172,"APCL256",240,240,210,210,?,?,?,?
43,13,"Pantok 2","Cebu","Danao",257,10.56260775,124.040356,"APCL257",240,244,212,214,?,?,?,?
43,13,"Pantok 2","Cebu","Danao",258,10.56323692,124.0404563,"APCL258",240,240,?,?,?,?,115,115
43,13,"Pantok 2","Cebu","Danao",259,10.56323692,124.0404563,"APCL259",240,242,212,212,256,258,111,115
84,14,"Damolog","Cebu","Sogod",467,10.76505734,124.010425,"APCL467",240,240,?,?,?,?,111,115
84,14,"Damolog","Cebu","Sogod",468,10.76316293,124.0093243,"APCL468",240,240,210,216,250,256,111,115
84,14,"Damolog","Cebu","Sogod",469,10.76316293,124.0093243,"APCL469",?,?,?,?,245,256,?,?
84,14,"Damolog","Cebu","Sogod",470,10.76316293,124.0093243,"APCL470",240,242,212,214,250,256,111,111
84,14,"Damolog","Cebu","Sogod",471,10.76273732,124.0093521,"APCL471",240,240,214,216,248,254,?,?
84,14,"Damolog","Cebu","Sogod",472,10.76273732,124.0093521,"APCL472",240,242,210,229,?,?,111,115
84,14,"Damolog","Cebu","Sogod",473,10.76192008,124.0088574,"APCL473",240,242,210,212,250,256,113,117
84,14,"Damolog","Cebu","Sogod",474,10.76170869,124.0086561,"APCL474",242,246,209,210,?,?,111,111
84,14,"Damolog","Cebu","Sogod",475,10.76175525,124.0086886,"APCL475",240,242,209,210,250,256,111,115
85,14,"Bawo","Cebu","Sogod",476,10.7430305,124.0104489,"APCL476",240,240,210,214,?,?,?,?
85,14,"Bawo","Cebu","Sogod",477,10.74241214,124.0108759,"APCL477",242,242,212,214,?,?,111,115
85,14,"Bawo","Cebu","Sogod",478,10.74212494,124.0111493,"APCL478",240,246,204,214,248,256,115,115
85,14,"Bawo","Cebu","Sogod",479,10.74196373,124.0115173,"APCL479",240,246,210,218,?,?,111,111
85,14,"Bawo","Cebu","Sogod",480,10.74196373,124.0115173,"APCL480",246,246,209,210,?,?,111,115
85,14,"Bawo","Cebu","Sogod",481,10.7408147,124.0115651,"APCL481",242,246,210,210,250,250,111,115
85,14,"Bawo","Cebu","Sogod",482,10.74014867,124.0118398,"APCL482",246,246,210,210,250,254,111,115
85,14,"Bawo","Cebu","Sogod",483,10.74014867,124.0118398,"APCL483",240,244,209,216,?,?,111,115
86,14,"Tabonok","Cebu","Sogod",484,10.78076683,124.029668,"APCL484",240,246,212,216,250,250,115,115
86,14,"Tabonok","Cebu","Sogod",485,10.78076683,124.029668,"APCL485",240,240,210,229,254,256,111,115
86,14,"Tabonok","Cebu","Sogod",486,10.78070116,124.0296458,"APCL486",246,246,210,210,?,?,?,?
87,14,"Damolog 2","Cebu","Sogod",487,10.76825978,124.0137862,"APCL487",240,244,?,?,?,?,111,113
88,15,"Alang-alang MPA","Cebu","Tabogon",488,10.92526024,124.0338769,"APCL488",240,246,?,?,?,?,111,111
88,15,"Alang-alang MPA","Cebu","Tabogon",489,10.92526024,124.0338769,"APCL489",240,246,210,210,256,256,111,115
88,15,"Alang-alang MPA","Cebu","Tabogon",490,10.92519073,124.0338393,"APCL490",240,242,210,216,256,256,115,117
88,15,"Alang-alang MPA","Cebu","Tabogon",491,10.92519073,124.0338393,"APCL491",240,242,210,216,?,?,115,115
88,15,"Alang-alang MPA","Cebu","Tabogon",492,10.92501375,124.0338242,"APCL492",242,246,210,218,?,?,111,111
88,15,"Alang-alang MPA","Cebu","Tabogon",493,10.92501375,124.0338242,"APCL493",240,242,209,212,?,?,115,115
88,15,"Alang-alang MPA","Cebu","Tabogon",494,10.92501375,124.0338242,"APCL494",240,244,209,220,250,256,111,111
88,15,"Alang-alang MPA","Cebu","Tabogon",495,10.92453479,124.0342072,"APCL495",240,240,207,212,250,256,111,113
88,15,"Alang-alang MPA","Cebu","Tabogon",496,10.92453479,124.0342072,"APCL496",240,242,209,210,?,?,115,115
88,15,"Alang-alang MPA","Cebu","Tabogon",497,10.92448343,124.0341253,"APCL497",240,242,218,220,?,?,111,111
88,15,"Alang-alang MPA","Cebu","Tabogon",498,10.92448343,124.0341253,"APCL498",240,240,210,212,?,?,111,115
88,15,"Alang-alang MPA","Cebu","Tabogon",499,10.92448343,124.0341253,"APCL499",240,242,210,229,?,?,111,115
88,15,"Alang-alang MPA","Cebu","Tabogon",500,10.92436811,124.0341841,"APCL500",242,242,210,212,250,254,111,115
88,15,"Alang-alang MPA","Cebu","Tabogon",501,10.92436811,124.0341841,"APCL501",242,244,210,229,?,?,115,115
88,15,"Alang-alang MPA","Cebu","Tabogon",502,10.92436811,124.0341841,"APCL502",240,240,209,218,?,?,111,111
88,15,"Alang-alang MPA","Cebu","Tabogon",503,10.92268834,124.0351073,"APCL503",240,242,210,210,?,?,?,?
88,15,"Alang-alang MPA","Cebu","Tabogon",504,10.92268834,124.0351073,"APCL504",240,242,216,229,250,256,115,115
89,15,"Moabug MPA and Outside","Cebu","Tabogon",506,10.89521872,124.0513711,"APCL506",240,246,?,?,?,?,111,111
89,15,"Moabug MPA and Outside","Cebu","Tabogon",507,10.89493066,124.0514552,"APCL507",240,242,210,210,256,256,111,111
89,15,"Moabug MPA and Outside","Cebu","Tabogon",508,10.89487768,124.0514488,"APCL508",240,240,209,220,256,256,111,111
89,15,"Moabug MPA and Outside","Cebu","Tabogon",509,10.89447514,124.051653,"APCL509",?,?,?,?,?,?,?,?
97,16,"Bagay","Cebu","Daanbantayan",532,11.19209456,124.0473369,"APCL532",240,242,210,210,?,?,111,115
97,16,"Bagay","Cebu","Daanbantayan",533,11.19209456,124.0473369,"APCL533",240,246,210,218,?,?,?,?
97,16,"Bagay","Cebu","Daanbantayan",534,11.19209456,124.0473369,"APCL534",240,242,210,212,?,?,?,?
97,16,"Bagay","Cebu","Daanbantayan",535,11.19231478,124.0473548,"APCL535",240,246,204,207,256,256,115,117
97,16,"Bagay","Cebu","Daanbantayan",536,11.19231478,124.0473548,"APCL536",240,242,210,216,?,?,111,111
97,16,"Bagay","Cebu","Daanbantayan",537,11.19231478,124.0473548,"APCL537",242,242,210,214,?,?,?,?
97,16,"Bagay","Cebu","Daanbantayan",538,11.19316384,124.0476547,"APCL538",242,242,209,216,256,256,?,?
97,16,"Bagay","Cebu","Daanbantayan",539,11.19316384,124.0476547,"APCL539",240,246,216,218,?,?,?,?
97,16,"Bagay","Cebu","Daanbantayan",540,11.19370913,124.0493562,"APCL540",240,242,?,?,?,?,111,111
97,16,"Bagay","Cebu","Daanbantayan",541,11.19384798,124.0493345,"APCL541",240,240,209,210,?,?,111,115
97,16,"Bagay","Cebu","Daanbantayan",542,11.19384798,124.0493345,"APCL542",240,240,209,209,256,256,?,?
97,16,"Bagay","Cebu","Daanbantayan",543,11.1940399,124.0492658,"APCL543",240,242,210,229,250,256,111,115
97,16,"Bagay","Cebu","Daanbantayan",544,11.19566006,124.0493741,"APCL544",240,240,209,218,256,256,115,115
98,16,"Bagay Tacot","Cebu","Daanbantayan",545,11.20737584,124.0609757,"APCL545",?,?,?,?,?,?,?,?
98,16,"Bagay Tacot","Cebu","Daanbantayan",546,11.20742232,124.0609165,"APCL546",240,240,218,229,?,?,111,115
98,16,"Bagay Tacot","Cebu","Daanbantayan",547,11.20777281,124.0611368,"APCL547",240,246,210,210,?,?,111,117
98,16,"Bagay Tacot","Cebu","Daanbantayan",549,11.20781858,124.0610962,"APCL549",240,246,210,216,?,?,111,111
98,16,"Bagay Tacot","Cebu","Daanbantayan",550,11.20785143,124.0611109,"APCL550",?,?,?,?,250,254,?,?
98,16,"Bagay Tacot","Cebu","Daanbantayan",551,11.20815706,124.0611941,"APCL551",242,246,207,212,?,?,115,115
98,16,"Bagay Tacot","Cebu","Daanbantayan",552,11.20815706,124.0611941,"APCL552",240,240,210,210,?,?,111,111
94,17,"Lapus-lapus","Cebu","Daanbantayan",511,11.3474444,124.1050139,"APCL511",240,242,210,229,?,?,111,113
94,17,"Lapus-lapus","Cebu","Daanbantayan",512,11.34746173,124.1050196,"APCL512",240,242,212,229,?,?,111,115
94,17,"Lapus-lapus","Cebu","Daanbantayan",513,11.34746173,124.1050196,"APCL513",242,244,210,229,248,254,111,115
94,17,"Lapus-lapus","Cebu","Daanbantayan",514,11.34746173,124.1050196,"APCL514",240,240,212,218,?,?,111,111
94,17,"Lapus-lapus","Cebu","Daanbantayan",515,11.34753945,124.1050256,"APCL515",240,242,207,222,250,256,111,113
94,17,"Lapus-lapus","Cebu","Daanbantayan",516,11.34769687,124.1050819,"APCL516",242,242,218,229,?,?,111,113
94,17,"Lapus-lapus","Cebu","Daanbantayan",517,11.34782238,124.105182,"APCL517",240,244,207,229,256,256,111,115
94,17,"Lapus-lapus","Cebu","Daanbantayan",518,11.34776687,124.1052771,"APCL518",240,240,229,229,254,260,111,115
94,17,"Lapus-lapus","Cebu","Daanbantayan",519,11.34776687,124.1052771,"APCL519",240,242,209,214,?,?,111,115
94,17,"Lapus-lapus","Cebu","Daanbantayan",520,11.34779414,124.1053006,"APCL520",240,240,216,218,256,256,111,115
94,17,"Lapus-lapus","Cebu","Daanbantayan",521,11.34787509,124.1052355,"APCL521",242,242,?,?,?,?,115,115
94,17,"Lapus-lapus","Cebu","Daanbantayan",522,11.34787509,124.1052355,"APCL522",240,242,209,210,?,?,111,111
94,17,"Lapus-lapus","Cebu","Daanbantayan",523,11.34789782,124.1052194,"APCL523",?,?,?,?,?,?,?,?
94,17,"Lapus-lapus","Cebu","Daanbantayan",524,11.34789782,124.1052194,"APCL524",240,246,212,229,?,?,111,111
94,17,"Lapus-lapus","Cebu","Daanbantayan",525,11.34804103,124.1052679,"APCL525",240,242,209,212,250,256,115,115
94,17,"Lapus-lapus","Cebu","Daanbantayan",526,11.34802143,124.1053318,"APCL526",240,240,204,229,256,256,111,115
94,17,"Lapus-lapus","Cebu","Daanbantayan",527,11.34802143,124.1053318,"APCL527",240,242,201,229,254,256,111,115
94,17,"Lapus-lapus","Cebu","Daanbantayan",528,11.34800737,124.1053363,"APCL528",240,242,210,210,?,?,111,111
94,17,"Lapus-lapus","Cebu","Daanbantayan",529,11.348026,124.1053437,"APCL529",240,242,210,229,250,256,?,?
94,17,"Lapus-lapus","Cebu","Daanbantayan",530,11.3480409,124.1053813,"APCL530",240,240,?,?,250,256,111,115
94,17,"Lapus-lapus","Cebu","Daanbantayan",531,11.3480409,124.1053813,"APCL531",240,240,210,210,256,258,115,117
57,18,"Son-ok MPA","Leyte","Pintuyan",306,9.962226944,125.2236916,"APCL306",240,240,210,212,?,?,111,115
57,18,"Son-ok MPA","Leyte","Pintuyan",307,9.962226944,125.2236916,"APCL307",240,242,218,229,?,?,115,115
57,18,"Son-ok MPA","Leyte","Pintuyan",308,9.962226944,125.2236916,"APCL308",240,246,?,?,?,?,?,?
57,18,"Son-ok MPA","Leyte","Pintuyan",309,9.962260011,125.2237803,"APCL309",240,242,212,218,250,250,111,115
57,18,"Son-ok MPA","Leyte","Pintuyan",310,9.962260011,125.2237803,"APCL310",240,242,?,?,256,256,111,115
57,18,"Son-ok MPA","Leyte","Pintuyan",311,9.962260011,125.2237803,"APCL311",240,242,212,218,250,256,111,115
57,18,"Son-ok MPA","Leyte","Pintuyan",312,9.962267575,125.2237885,"APCL312",246,246,210,218,250,250,111,115
57,18,"Son-ok MPA","Leyte","Pintuyan",313,9.962267575,125.2237885,"APCL313",240,240,212,229,?,?,111,115
57,18,"Son-ok MPA","Leyte","Pintuyan",314,9.962228977,125.223711,"APCL314",242,242,210,210,?,?,?,?
57,18,"Son-ok MPA","Leyte","Pintuyan",315,9.962228977,125.223711,"APCL315",240,242,209,212,?,?,?,?
57,18,"Son-ok MPA","Leyte","Pintuyan",316,9.962228977,125.223711,"APCL316",?,?,?,?,?,?,?,?
57,18,"Son-ok MPA","Leyte","Pintuyan",317,9.962228977,125.223711,"APCL317",240,240,212,216,?,?,111,115
57,18,"Son-ok MPA","Leyte","Pintuyan",318,9.962226944,125.2236916,"APCL318",240,242,210,210,254,256,?,?
57,18,"Son-ok MPA","Leyte","Pintuyan",319,9.962166573,125.223654,"APCL319",?,?,218,229,254,256,?,?
57,18,"Son-ok MPA","Leyte","Pintuyan",320,9.962166573,125.223654,"APCL320",?,?,?,?,256,256,?,?
57,18,"Son-ok MPA","Leyte","Pintuyan",321,9.962428235,125.2238611,"APCL321",?,?,?,?,?,?,?,?
57,18,"Son-ok MPA","Leyte","Pintuyan",322,9.962527624,125.2240028,"APCL322",242,250,210,216,?,?,?,?
55,19,"Tangkaan Beach 1","Leyte","Padre Burgos",286,10.00742422,125.0293438,"APCL286",242,244,199,218,250,250,?,?
55,19,"Tangkaan Beach 1","Leyte","Padre Burgos",287,10.00742422,125.0293438,"APCL287",242,242,?,?,250,254,111,115
55,19,"Tangkaan Beach 1","Leyte","Padre Burgos",288,10.00748059,125.0293675,"APCL288",?,?,210,212,?,?,115,115
55,19,"Tangkaan Beach 1","Leyte","Padre Burgos",289,10.0074527,125.0293585,"APCL289",240,242,207,212,?,?,111,115
