"","par","kid","rel","kidcohort","parcohort"
"66","APCL101","APCL88",0.769230769230769,0,0
"67","APCL101","APCL52",0.923076923076923,0,0
"68","APCL101","APCL50",0.769230769230769,1,0
"69","APCL101","APCL27",0.769230769230769,0,0
"70","APCL101","APCL49",0.923076923076923,1,0
"71","APCL101","APCL61",0.846153846153846,0,0
"72","APCL101","APCL57",0.769230769230769,1,0
"73","APCL101","APCL93",0.846153846153846,0,0
"74","APCL101","APCL89",0.692307692307692,0,0
"75","APCL101","APCL58",0.769230769230769,0,0
"76","APCL101","APCL96",0.615384615384615,1,0
"77","APCL101","APCL56",0.769230769230769,0,0
"78","APCL102","APCL104",0.846153846153846,1,0
"79","APCL102","APCL69",0.769230769230769,1,0
"80","APCL102","APCL96",0.846153846153846,1,0
"81","APCL102","APCL27",0.692307692307692,0,0
"82","APCL102","APCL55",0.615384615384615,1,0
"83","APCL102","APCL53",0.615384615384615,0,0
"84","APCL102","APCL39",0.846153846153846,0,0
"85","APCL102","APCL50",0.923076923076923,1,0
"86","APCL102","APCL58",0.846153846153846,0,0
"87","APCL102","APCL28",0.769230769230769,0,0
"88","APCL102","APCL60",0.846153846153846,1,0
"89","APCL102","APCL64",0.692307692307692,0,0
"90","APCL102","APCL59",0.846153846153846,1,0
"91","APCL102","APCL47",0.769230769230769,0,0
"92","APCL102","APCL94",0.769230769230769,1,0
"93","APCL102","APCL101",0.692307692307692,0,0
"94","APCL102","APCL65",0.692307692307692,1,0
"95","APCL102","APCL95",0.769230769230769,0,0
"96","APCL102","APCL62",0.769230769230769,1,0
"97","APCL102","APCL88",0.846153846153846,0,0
"98","APCL102","APCL90",0.769230769230769,0,0
"99","APCL102","APCL57",0.846153846153846,1,0
"100","APCL102","APCL38",0.538461538461538,1,0
"101","APCL102","APCL68",0.769230769230769,0,0
"102","APCL102","APCL92",0.769230769230769,1,0
"103","APCL102","APCL48",0.692307692307692,0,0
"104","APCL102","APCL56",0.846153846153846,0,0
"105","APCL102","APCL52",0.846153846153846,0,0
"106","APCL102","APCL54",0.923076923076923,0,0
"107","APCL102","APCL21",0.692307692307692,0,0
"108","APCL102","APCL91",0.692307692307692,1,0
"109","APCL102","APCL70",0.846153846153846,0,0
"110","APCL102","APCL67",0.846153846153846,0,0
"111","APCL102","APCL97",0.846153846153846,0,0
"112","APCL102","APCL89",0.692307692307692,0,0
"113","APCL102","APCL93",0.769230769230769,0,0
"114","APCL102","APCL61",0.769230769230769,0,0
"115","APCL102","APCL63",0.769230769230769,1,0
"116","APCL102","APCL49",0.769230769230769,1,0
"117","APCL103","APCL55",0.615384615384615,1,1
"118","APCL103","APCL58",0.846153846153846,0,1
"119","APCL103","APCL57",0.846153846153846,1,1
"120","APCL103","APCL65",0.769230769230769,1,1
"121","APCL103","APCL89",0.769230769230769,0,1
"122","APCL103","APCL28",0.923076923076923,0,1
"123","APCL103","APCL59",0.923076923076923,1,1
"124","APCL103","APCL64",0.692307692307692,0,1
"125","APCL103","APCL56",0.846153846153846,0,1
"126","APCL103","APCL91",0.769230769230769,1,1
"127","APCL103","APCL93",0.923076923076923,0,1
"128","APCL103","APCL60",0.846153846153846,1,1
"129","APCL103","APCL47",0.769230769230769,0,1
"130","APCL103","APCL52",0.769230769230769,0,1
"131","APCL103","APCL92",0.769230769230769,1,1
"132","APCL103","APCL101",0.692307692307692,0,1
"133","APCL103","APCL54",0.923076923076923,0,1
"134","APCL103","APCL70",0.846153846153846,0,1
"135","APCL103","APCL68",0.923076923076923,0,1
"136","APCL103","APCL53",0.615384615384615,0,1
"137","APCL103","APCL90",0.692307692307692,0,1
"138","APCL103","APCL102",0.846153846153846,0,1
"139","APCL103","APCL96",0.769230769230769,1,1
"140","APCL103","APCL50",0.846153846153846,1,1
"141","APCL103","APCL61",0.846153846153846,0,1
"142","APCL103","APCL63",0.769230769230769,1,1
"143","APCL103","APCL108",0.692307692307692,1,1
"144","APCL103","APCL49",0.769230769230769,1,1
"145","APCL103","APCL104",0.923076923076923,1,1
"146","APCL103","APCL69",0.923076923076923,1,1
"147","APCL103","APCL105",0.846153846153846,1,1
"148","APCL103","APCL95",0.769230769230769,0,1
"149","APCL103","APCL62",0.769230769230769,1,1
"150","APCL103","APCL39",0.769230769230769,0,1
"151","APCL103","APCL48",0.692307692307692,0,1
"152","APCL103","APCL100",0.923076923076923,1,1
"153","APCL103","APCL94",0.769230769230769,1,1
"154","APCL103","APCL97",0.769230769230769,0,1
"155","APCL103","APCL38",0.846153846153846,1,1
"156","APCL103","APCL88",0.538461538461538,0,1
"157","APCL103","APCL21",0.615384615384615,0,1
"158","APCL103","APCL67",0.692307692307692,0,1
"159","APCL103","APCL27",0.846153846153846,0,1
"160","APCL104","APCL38",0.615384615384615,1,1
"161","APCL104","APCL39",0.846153846153846,0,1
"162","APCL104","APCL94",0.769230769230769,1,1
"163","APCL104","APCL47",0.846153846153846,0,1
"164","APCL104","APCL53",0.538461538461538,0,1
"165","APCL104","APCL55",0.692307692307692,1,1
"166","APCL104","APCL68",0.846153846153846,0,1
"167","APCL104","APCL48",0.846153846153846,0,1
"168","APCL104","APCL28",0.923076923076923,0,1
"169","APCL104","APCL27",0.769230769230769,0,1
"170","APCL104","APCL69",0.769230769230769,1,1
"171","APCL104","APCL50",1,1,1
"172","APCL104","APCL21",0.846153846153846,0,1
"173","APCL104","APCL58",0.692307692307692,0,1
"174","APCL104","APCL101",0.769230769230769,0,1
"175","APCL104","APCL89",0.692307692307692,0,1
"176","APCL104","APCL65",0.769230769230769,1,1
"177","APCL104","APCL60",0.846153846153846,1,1
"178","APCL104","APCL57",0.923076923076923,1,1
"179","APCL104","APCL88",0.769230769230769,0,1
"180","APCL104","APCL96",0.846153846153846,1,1
"181","APCL104","APCL54",0.769230769230769,0,1
"182","APCL104","APCL64",0.923076923076923,0,1
"183","APCL104","APCL95",0.692307692307692,0,1
"184","APCL104","APCL61",0.923076923076923,0,1
"185","APCL104","APCL59",0.923076923076923,1,1
"186","APCL104","APCL90",0.769230769230769,0,1
"187","APCL104","APCL92",0.692307692307692,1,1
"188","APCL104","APCL52",0.692307692307692,0,1
"189","APCL104","APCL62",0.769230769230769,1,1
"190","APCL104","APCL63",0.846153846153846,1,1
"191","APCL104","APCL67",0.615384615384615,0,1
"192","APCL104","APCL91",0.769230769230769,1,1
"193","APCL104","APCL97",0.846153846153846,0,1
"194","APCL104","APCL93",0.692307692307692,0,1
"195","APCL104","APCL70",0.692307692307692,0,1
"196","APCL104","APCL56",0.846153846153846,0,1
"197","APCL104","APCL49",0.769230769230769,1,1
"198","APCL105","APCL57",0.769230769230769,1,1
"199","APCL105","APCL101",0.923076923076923,0,1
"200","APCL105","APCL55",0.538461538461538,1,1
"201","APCL105","APCL100",0.923076923076923,1,1
"202","APCL105","APCL104",0.846153846153846,1,1
"203","APCL105","APCL102",0.846153846153846,0,1
"204","APCL105","APCL58",0.846153846153846,0,1
"205","APCL105","APCL96",0.846153846153846,1,1
"206","APCL105","APCL69",0.769230769230769,1,1
"207","APCL105","APCL47",0.692307692307692,0,1
"208","APCL105","APCL21",0.769230769230769,0,1
"209","APCL105","APCL89",0.538461538461538,0,1
"210","APCL105","APCL93",0.846153846153846,0,1
"211","APCL105","APCL61",0.923076923076923,0,1
"212","APCL105","APCL108",0.846153846153846,1,1
"213","APCL105","APCL92",0.769230769230769,1,1
"214","APCL105","APCL88",0.846153846153846,0,1
"215","APCL105","APCL90",0.769230769230769,0,1
"216","APCL105","APCL59",0.846153846153846,1,1
"217","APCL105","APCL49",0.846153846153846,1,1
"218","APCL105","APCL28",0.846153846153846,0,1
"219","APCL105","APCL60",0.846153846153846,1,1
"220","APCL105","APCL63",0.692307692307692,1,1
"221","APCL105","APCL65",0.923076923076923,1,1
"222","APCL105","APCL56",0.846153846153846,0,1
"223","APCL105","APCL48",0.923076923076923,0,1
"224","APCL105","APCL50",1,1,1
"225","APCL105","APCL52",0.846153846153846,0,1
"226","APCL105","APCL91",0.615384615384615,1,1
"227","APCL105","APCL62",0.769230769230769,1,1
"228","APCL105","APCL53",0.923076923076923,0,1
"229","APCL105","APCL70",0.769230769230769,0,1
"230","APCL105","APCL68",0.769230769230769,0,1
"231","APCL105","APCL94",0.846153846153846,1,1
"232","APCL105","APCL97",0.846153846153846,0,1
"233","APCL105","APCL54",0.846153846153846,0,1
"234","APCL105","APCL64",0.769230769230769,0,1
"235","APCL105","APCL95",0.923076923076923,0,1
"236","APCL105","APCL67",0.615384615384615,0,1
"237","APCL105","APCL39",0.846153846153846,0,1
"238","APCL105","APCL27",0.846153846153846,0,1
"239","APCL105","APCL38",0.692307692307692,1,1
"240","APCL106","APCL89",0.769230769230769,0,1
"241","APCL106","APCL103",0.846153846153846,1,1
"242","APCL106","APCL61",0.769230769230769,0,1
"243","APCL106","APCL60",0.846153846153846,1,1
"244","APCL106","APCL93",0.846153846153846,0,1
"245","APCL106","APCL65",0.769230769230769,1,1
"246","APCL106","APCL58",1,0,1
"247","APCL106","APCL56",0.846153846153846,0,1
"248","APCL106","APCL55",0.615384615384615,1,1
"249","APCL106","APCL53",0.615384615384615,0,1
"250","APCL106","APCL102",0.769230769230769,0,1
"251","APCL106","APCL92",0.769230769230769,1,1
"252","APCL106","APCL63",0.769230769230769,1,1
"253","APCL106","APCL96",0.692307692307692,1,1
"254","APCL106","APCL91",0.692307692307692,1,1
"255","APCL106","APCL59",0.769230769230769,1,1
"256","APCL106","APCL104",0.769230769230769,1,1
"257","APCL106","APCL105",0.769230769230769,1,1
"258","APCL106","APCL101",0.692307692307692,0,1
"259","APCL106","APCL54",0.923076923076923,0,1
"260","APCL106","APCL50",0.769230769230769,1,1
"261","APCL106","APCL28",0.769230769230769,0,1
"262","APCL106","APCL21",0.692307692307692,0,1
"263","APCL106","APCL94",0.769230769230769,1,1
"264","APCL106","APCL70",0.692307692307692,0,1
"265","APCL106","APCL38",0.769230769230769,1,1
"266","APCL106","APCL88",0.538461538461538,0,1
"267","APCL106","APCL27",0.769230769230769,0,1
"268","APCL106","APCL108",0.615384615384615,1,1
"269","APCL106","APCL68",0.769230769230769,0,1
"270","APCL106","APCL62",0.769230769230769,1,1
"271","APCL106","APCL100",0.769230769230769,1,1
"272","APCL106","APCL49",0.615384615384615,1,1
"273","APCL106","APCL95",0.846153846153846,0,1
"274","APCL106","APCL67",0.692307692307692,0,1
"275","APCL106","APCL69",0.846153846153846,1,1
"276","APCL106","APCL64",0.692307692307692,0,1
"277","APCL106","APCL52",0.769230769230769,0,1
"278","APCL106","APCL39",0.692307692307692,0,1
"279","APCL106","APCL57",0.769230769230769,1,1
"280","APCL106","APCL47",0.692307692307692,0,1
"281","APCL106","APCL97",0.692307692307692,0,1
"282","APCL106","APCL90",0.615384615384615,0,1
"283","APCL106","APCL48",0.692307692307692,0,1
"284","APCL107","APCL65",0.769230769230769,1,1
"285","APCL107","APCL103",0.769230769230769,1,1
"286","APCL107","APCL62",0.692307692307692,1,1
"287","APCL107","APCL93",0.846153846153846,0,1
"288","APCL107","APCL58",0.846153846153846,0,1
"289","APCL107","APCL28",0.769230769230769,0,1
"290","APCL107","APCL91",0.692307692307692,1,1
"291","APCL107","APCL61",0.846153846153846,0,1
"292","APCL107","APCL94",0.769230769230769,1,1
"293","APCL107","APCL21",0.923076923076923,0,1
"294","APCL107","APCL54",0.769230769230769,0,1
"295","APCL107","APCL102",0.692307692307692,0,1
"296","APCL107","APCL108",0.846153846153846,1,1
"297","APCL107","APCL104",0.846153846153846,1,1
"298","APCL107","APCL56",0.769230769230769,0,1
"299","APCL107","APCL105",0.923076923076923,1,1
"300","APCL107","APCL57",0.692307692307692,1,1
"301","APCL107","APCL50",0.846153846153846,1,1
"302","APCL107","APCL59",0.769230769230769,1,1
"303","APCL107","APCL27",0.692307692307692,0,1
"304","APCL107","APCL49",0.769230769230769,1,1
"305","APCL107","APCL101",0.769230769230769,0,1
"306","APCL107","APCL52",0.692307692307692,0,1
"307","APCL107","APCL39",0.846153846153846,0,1
"308","APCL107","APCL100",0.923076923076923,1,1
"309","APCL107","APCL92",0.692307692307692,1,1
"310","APCL107","APCL63",0.769230769230769,1,1
"311","APCL107","APCL69",0.692307692307692,1,1
"312","APCL107","APCL90",0.769230769230769,0,1
"313","APCL107","APCL47",0.692307692307692,0,1
"314","APCL107","APCL68",0.769230769230769,0,1
"315","APCL107","APCL89",0.769230769230769,0,1
"316","APCL107","APCL88",0.846153846153846,0,1
"317","APCL107","APCL53",0.769230769230769,0,1
"318","APCL107","APCL55",0.769230769230769,1,1
"319","APCL107","APCL106",0.769230769230769,1,1
"320","APCL107","APCL48",0.846153846153846,0,1
"321","APCL107","APCL70",0.615384615384615,0,1
"322","APCL107","APCL95",0.692307692307692,0,1
"323","APCL107","APCL38",0.692307692307692,1,1
"324","APCL107","APCL97",0.923076923076923,0,1
"325","APCL107","APCL96",0.769230769230769,1,1
"326","APCL107","APCL67",0.692307692307692,0,1
"327","APCL107","APCL64",0.846153846153846,0,1
"328","APCL107","APCL60",0.846153846153846,1,1
"329","APCL108","APCL100",0.692307692307692,1,1
"330","APCL108","APCL28",0.692307692307692,0,1
"331","APCL108","APCL96",0.615384615384615,1,1
"332","APCL108","APCL64",0.923076923076923,0,1
"333","APCL108","APCL21",0.769230769230769,0,1
"334","APCL108","APCL69",0.769230769230769,1,1
"335","APCL108","APCL27",0.615384615384615,0,1
"336","APCL108","APCL38",0.692307692307692,1,1
"337","APCL108","APCL60",0.769230769230769,1,1
"338","APCL108","APCL104",0.846153846153846,1,1
"339","APCL108","APCL94",0.692307692307692,1,1
"340","APCL108","APCL39",0.846153846153846,0,1
"341","APCL108","APCL88",0.769230769230769,0,1
"342","APCL108","APCL68",0.769230769230769,0,1
"343","APCL108","APCL56",0.923076923076923,0,1
"344","APCL108","APCL55",0.692307692307692,1,1
"345","APCL108","APCL101",0.692307692307692,0,1
"346","APCL108","APCL53",0.538461538461538,0,1
"347","APCL108","APCL59",0.769230769230769,1,1
"348","APCL108","APCL49",0.769230769230769,1,1
"349","APCL108","APCL62",0.769230769230769,1,1
"350","APCL108","APCL52",0.692307692307692,0,1
"351","APCL108","APCL57",0.769230769230769,1,1
"352","APCL108","APCL61",0.615384615384615,0,1
"353","APCL108","APCL97",1,0,1
"354","APCL108","APCL90",0.923076923076923,0,1
"355","APCL108","APCL50",0.692307692307692,1,1
"356","APCL108","APCL95",0.923076923076923,0,1
"357","APCL108","APCL102",0.769230769230769,0,1
"358","APCL108","APCL65",0.615384615384615,1,1
"359","APCL108","APCL54",0.615384615384615,0,1
"360","APCL108","APCL70",0.692307692307692,0,1
"361","APCL108","APCL47",0.538461538461538,0,1
"362","APCL108","APCL92",0.615384615384615,1,1
"363","APCL108","APCL89",0.615384615384615,0,1
"364","APCL108","APCL93",0.538461538461538,0,1
"365","APCL108","APCL63",0.769230769230769,1,1
"366","APCL108","APCL91",0.692307692307692,1,1
"367","APCL108","APCL58",0.769230769230769,0,1
"368","APCL108","APCL67",0.461538461538462,0,1
"369","APCL108","APCL48",0.538461538461538,0,1
"370","APCL111","APCL93",0.692307692307692,0,0
"371","APCL111","APCL61",0.692307692307692,0,0
"372","APCL111","APCL91",0.615384615384615,1,0
"373","APCL111","APCL52",0.692307692307692,0,0
"374","APCL111","APCL65",0.538461538461538,1,0
"375","APCL111","APCL62",0.692307692307692,1,0
"376","APCL111","APCL54",0.615384615384615,0,0
"377","APCL111","APCL103",0.769230769230769,1,0
"378","APCL111","APCL50",0.692307692307692,1,0
"379","APCL111","APCL64",0.615384615384615,0,0
"380","APCL111","APCL58",0.461538461538462,0,0
"381","APCL111","APCL55",0.615384615384615,1,0
"382","APCL111","APCL92",0.692307692307692,1,0
"383","APCL111","APCL104",0.769230769230769,1,0
"384","APCL111","APCL49",0.692307692307692,1,0
"385","APCL111","APCL59",0.615384615384615,1,0
"386","APCL111","APCL27",0.769230769230769,0,0
"387","APCL111","APCL88",0.615384615384615,0,0
"388","APCL111","APCL56",0.692307692307692,0,0
"389","APCL111","APCL97",0.615384615384615,0,0
"390","APCL111","APCL57",0.692307692307692,1,0
"391","APCL111","APCL90",0.692307692307692,0,0
"392","APCL111","APCL63",0.692307692307692,1,0
"393","APCL111","APCL47",0.692307692307692,0,0
"394","APCL111","APCL107",0.769230769230769,1,0
"395","APCL111","APCL108",0.538461538461538,1,0
"396","APCL111","APCL95",0.384615384615385,0,0
"397","APCL111","APCL89",0.615384615384615,0,0
"398","APCL111","APCL100",0.692307692307692,1,0
"399","APCL111","APCL53",0.538461538461538,0,0
"400","APCL111","APCL38",0.538461538461538,1,0
"401","APCL111","APCL94",0.692307692307692,1,0
"402","APCL111","APCL106",0.538461538461538,1,0
"403","APCL111","APCL70",0.846153846153846,0,0
"404","APCL111","APCL68",0.769230769230769,0,0
"405","APCL111","APCL21",0.615384615384615,0,0
"406","APCL111","APCL101",0.615384615384615,0,0
"407","APCL111","APCL67",0.461538461538462,0,0
"408","APCL111","APCL96",0.615384615384615,1,0
"409","APCL111","APCL48",0.461538461538462,0,0
"410","APCL111","APCL105",0.692307692307692,1,0
"411","APCL111","APCL102",0.615384615384615,0,0
"412","APCL111","APCL60",0.615384615384615,1,0
"413","APCL111","APCL28",0.769230769230769,0,0
"414","APCL111","APCL39",0.538461538461538,0,0
"415","APCL111","APCL69",0.769230769230769,1,0
"416","APCL124","APCL127",0.769230769230769,1,1
"417","APCL124","APCL107",0.692307692307692,1,1
"418","APCL124","APCL125",0.923076923076923,0,1
"419","APCL124","APCL50",0.692307692307692,1,1
"420","APCL124","APCL69",0.769230769230769,1,1
"421","APCL124","APCL140",0.538461538461538,1,1
"422","APCL124","APCL70",0.769230769230769,0,1
"423","APCL124","APCL60",0.615384615384615,1,1
"424","APCL124","APCL67",0.692307692307692,0,1
"425","APCL124","APCL57",0.769230769230769,1,1
"426","APCL124","APCL56",0.615384615384615,0,1
"427","APCL124","APCL54",0.615384615384615,0,1
"428","APCL124","APCL28",0.615384615384615,0,1
"429","APCL124","APCL61",0.538461538461538,0,1
"430","APCL124","APCL65",0.692307692307692,1,1
"431","APCL124","APCL91",0.769230769230769,1,1
"432","APCL124","APCL59",0.615384615384615,1,1
"433","APCL124","APCL58",0.769230769230769,0,1
"434","APCL124","APCL68",0.846153846153846,0,1
"435","APCL124","APCL88",0.692307692307692,0,1
"436","APCL124","APCL93",0.692307692307692,0,1
"437","APCL124","APCL129",0.769230769230769,1,1
"438","APCL124","APCL53",0.769230769230769,0,1
"439","APCL124","APCL132",0.692307692307692,0,1
"440","APCL124","APCL105",0.769230769230769,1,1
"441","APCL124","APCL106",0.692307692307692,1,1
"442","APCL124","APCL100",0.538461538461538,1,1
"443","APCL124","APCL94",0.769230769230769,1,1
"444","APCL124","APCL130",0.923076923076923,0,1
"445","APCL124","APCL95",0.692307692307692,0,1
"446","APCL124","APCL97",0.769230769230769,0,1
"447","APCL124","APCL126",0.692307692307692,1,1
"448","APCL124","APCL49",0.846153846153846,1,1
"449","APCL124","APCL92",0.846153846153846,1,1
"450","APCL124","APCL89",0.692307692307692,0,1
"451","APCL124","APCL52",0.846153846153846,0,1
"452","APCL124","APCL64",0.615384615384615,0,1
"453","APCL124","APCL96",0.846153846153846,1,1
"454","APCL124","APCL141",0.692307692307692,0,1
"455","APCL124","APCL103",0.615384615384615,1,1
"456","APCL124","APCL39",0.692307692307692,0,1
"457","APCL124","APCL104",0.692307692307692,1,1
"458","APCL124","APCL47",0.615384615384615,0,1
"459","APCL124","APCL27",0.769230769230769,0,1
"460","APCL124","APCL102",0.692307692307692,0,1
"461","APCL124","APCL62",0.769230769230769,1,1
"462","APCL124","APCL55",0.615384615384615,1,1
"463","APCL124","APCL128",0.692307692307692,1,1
"464","APCL124","APCL108",0.615384615384615,1,1
"465","APCL124","APCL48",0.692307692307692,0,1
"466","APCL124","APCL131",0.769230769230769,0,1
"467","APCL124","APCL111",0.615384615384615,0,1
"468","APCL124","APCL135",0.615384615384615,1,1
"469","APCL124","APCL134",0.769230769230769,1,1
"470","APCL124","APCL38",0.461538461538462,1,1
"471","APCL124","APCL21",0.769230769230769,0,1
"472","APCL124","APCL101",0.846153846153846,0,1
"473","APCL124","APCL63",0.769230769230769,1,1
"474","APCL124","APCL90",0.538461538461538,0,1
"475","APCL125","APCL107",0.846153846153846,1,0
"476","APCL125","APCL93",0.846153846153846,0,0
"477","APCL125","APCL57",0.769230769230769,1,0
"478","APCL125","APCL140",0.538461538461538,1,0
"479","APCL125","APCL70",0.769230769230769,0,0
"480","APCL125","APCL38",0.538461538461538,1,0
"481","APCL125","APCL49",0.769230769230769,1,0
"482","APCL125","APCL56",0.769230769230769,0,0
"483","APCL125","APCL103",0.769230769230769,1,0
"484","APCL125","APCL135",0.769230769230769,1,0
"485","APCL125","APCL90",0.461538461538462,0,0
"486","APCL125","APCL58",0.846153846153846,0,0
"487","APCL125","APCL130",0.846153846153846,0,0
"488","APCL125","APCL69",0.769230769230769,1,0
"489","APCL125","APCL67",0.769230769230769,0,0
"490","APCL125","APCL97",0.615384615384615,0,0
"491","APCL125","APCL50",0.769230769230769,1,0
"492","APCL125","APCL101",0.615384615384615,0,0
"493","APCL125","APCL129",0.769230769230769,1,0
"494","APCL125","APCL94",0.923076923076923,1,0
"495","APCL125","APCL134",0.692307692307692,1,0
"496","APCL125","APCL68",0.769230769230769,0,0
"497","APCL125","APCL96",0.769230769230769,1,0
"498","APCL125","APCL53",0.846153846153846,0,0
"499","APCL125","APCL52",0.769230769230769,0,0
"500","APCL125","APCL88",0.692307692307692,0,0
"501","APCL125","APCL95",0.846153846153846,0,0
"502","APCL125","APCL65",0.846153846153846,1,0
"503","APCL125","APCL39",0.692307692307692,0,0
"504","APCL125","APCL28",0.692307692307692,0,0
"505","APCL125","APCL92",0.846153846153846,1,0
"506","APCL125","APCL60",0.692307692307692,1,0
"507","APCL125","APCL132",0.769230769230769,0,0
"508","APCL125","APCL104",0.692307692307692,1,0
"509","APCL125","APCL131",0.538461538461538,0,0
"510","APCL125","APCL106",0.769230769230769,1,0
"511","APCL125","APCL59",0.692307692307692,1,0
"512","APCL125","APCL126",0.923076923076923,1,0
"513","APCL125","APCL54",0.769230769230769,0,0
"514","APCL125","APCL100",0.692307692307692,1,0
"515","APCL125","APCL47",0.615384615384615,0,0
"516","APCL125","APCL48",0.615384615384615,0,0
"517","APCL125","APCL111",0.615384615384615,0,0
"518","APCL125","APCL128",0.692307692307692,1,0
"519","APCL125","APCL89",0.692307692307692,0,0
"520","APCL125","APCL108",0.615384615384615,1,0
"521","APCL125","APCL102",0.692307692307692,0,0
"522","APCL125","APCL61",0.615384615384615,0,0
"523","APCL125","APCL21",0.615384615384615,0,0
"524","APCL125","APCL64",0.692307692307692,0,0
"525","APCL125","APCL55",0.692307692307692,1,0
"526","APCL125","APCL63",0.692307692307692,1,0
"527","APCL125","APCL141",0.615384615384615,0,0
"528","APCL125","APCL91",0.615384615384615,1,0
"529","APCL125","APCL105",0.769230769230769,1,0
"530","APCL125","APCL62",0.692307692307692,1,0
"531","APCL125","APCL27",0.692307692307692,0,0
"532","APCL126","APCL93",0.769230769230769,0,1
"533","APCL126","APCL61",0.692307692307692,0,1
"534","APCL126","APCL111",0.692307692307692,0,1
"535","APCL126","APCL58",0.692307692307692,0,1
"536","APCL126","APCL91",0.692307692307692,1,1
"537","APCL126","APCL54",0.769230769230769,0,1
"538","APCL126","APCL49",0.692307692307692,1,1
"539","APCL126","APCL65",0.769230769230769,1,1
"540","APCL126","APCL104",0.769230769230769,1,1
"541","APCL126","APCL89",0.769230769230769,0,1
"542","APCL126","APCL108",0.615384615384615,1,1
"543","APCL126","APCL50",0.923076923076923,1,1
"544","APCL126","APCL64",0.692307692307692,0,1
"545","APCL126","APCL95",0.692307692307692,0,1
"546","APCL126","APCL56",0.769230769230769,0,1
"547","APCL126","APCL103",0.692307692307692,1,1
"548","APCL126","APCL38",0.692307692307692,1,1
"549","APCL126","APCL69",0.692307692307692,1,1
"550","APCL126","APCL47",0.692307692307692,0,1
"551","APCL126","APCL28",0.615384615384615,0,1
"552","APCL126","APCL92",0.769230769230769,1,1
"553","APCL126","APCL59",0.615384615384615,1,1
"554","APCL126","APCL53",0.538461538461538,0,1
"555","APCL126","APCL100",0.692307692307692,1,1
"556","APCL126","APCL102",0.769230769230769,0,1
"557","APCL126","APCL68",0.692307692307692,0,1
"558","APCL126","APCL94",0.846153846153846,1,1
"559","APCL126","APCL106",0.692307692307692,1,1
