"","SurveyNum","Time","Spp","Size","ID","Notes","TopTwo","lat","long"
"1971",14,"12:42","APCL",5,"69","",TRUE,9.4138226145875,123.314087705
"198",14,"13:14","PRBI",12,"71","GPS battery died. Latlong was recorded a short time after the sample was taken",TRUE,9.413270289075,123.315897882
"1981",14,"13:14","PRBI",14,"72","GPS battery died. Latlong was recorded a short time after the sample was taken",TRUE,9.413270289075,123.315897882
"272",15,"15:27","PRBI",11,"73","",TRUE,9.4112389767525,123.32882495625
"2721",15,"15:27","PRBI",5,"74","",TRUE,9.4112389767525,123.32882495625
"376",17,"11:31","PRBI",7,"75","",TRUE,9.416071814485,123.308444442
"3761",17,"11:31","PRBI",13,"76","",TRUE,9.416071814485,123.308444442
"378",17,"11:40","PRBI",8,"77","",TRUE,9.41605391912,123.30864741
"384",17,"11:54","PRBI",12,"78","",TRUE,9.41536972532,123.30975679675
"3841",17,"11:54","PRBI",6,"79","",TRUE,9.41536972532,123.30975679675
"386",17,"12:05","PRBI",11,"80","",TRUE,9.4150819117225,123.31031113375
"393",17,"12:29","PRBI",8,"81","",TRUE,9.41453046631,123.3118528175
"397",17,"12:43","PRBI",7,"82","",TRUE,9.414250510745,123.31293412475
"398",17,"12:48","PRBI",6,"83","",TRUE,9.414127401545,123.31323084425
"456",18,"15:05","PRBI",11,"84","",TRUE,9.41838507692308,123.346919153846
"471",18,"15:25","PRBI",8,"85","",TRUE,9.41756405128205,123.345597102564
"497",19,"10:18","PRBI",11,"86","",TRUE,9.8992203245875,123.6083234775
"4971",19,"10:18","PRBI",6,"87","",TRUE,9.8992203245875,123.6083234775
"500",19,"10:36","APCL",9,"88","",TRUE,9.89966793917,123.6086092585
"5001",19,"10:36","APCL",10,"89","",TRUE,9.89966793917,123.6086092585
"501",19,"10:41","APCL",8,"90","",TRUE,9.899682754185,123.608629459
"5011",19,"10:41","APCL",7,"91","",TRUE,9.899682754185,123.608629459
"5012",19,"10:41","APCL",4,"92","",FALSE,9.899682754185,123.608629459
"504",19,"11:04","APCL",9,"93","",TRUE,9.900374868885,123.6084624915
"5041",19,"11:04","APCL",7,"94","",TRUE,9.900374868885,123.6084624915
"506",19,"11:17","APCL",8,"95","",TRUE,9.90045204526,123.60827190775
"507",19,"11:24","APCL",6,"96","",TRUE,9.9006724054925,123.60809433725
"509",19,"11:29","APCL",8,"97","",TRUE,9.90091252606,123.60830742625
"515",20,"13:52","PRBI",10,"98","",TRUE,9.87126787193,123.6020698655
"5151",20,"13:52","PRBI",5,"99","",TRUE,9.87126787193,123.6020698655
"516",20,"14:10","APCL",4,"100","",TRUE,9.8705964395775,123.60188877425
"517",20,"14:15","APCL",9,"101","",TRUE,9.87064691959,123.60182542825
"5171",20,"14:15","APCL",9,"102","",TRUE,9.87064691959,123.60182542825
"522",20,"15:01","APCL",6,"103","",TRUE,9.8696282668975,123.59802545025
"5221",20,"15:01","APCL",6,"104","",TRUE,9.8696282668975,123.59802545025
"5222",20,"15:01","APCL",5,"105","",FALSE,9.8696282668975,123.59802545025
"5223",20,"15:01","APCL",4,"106","",FALSE,9.8696282668975,123.59802545025
"524",20,"15:09","APCL",4,"107","",TRUE,9.86939207745714,123.597383725714
"526",20,"15:15","APCL",6,"108","",TRUE,9.86916776936429,123.596801931429
"529",21,"16:22","PRBI",5,"109","",TRUE,9.8661844991175,123.5894043695
"5291",21,"16:22","PRBI",13,"110","",TRUE,9.8661844991175,123.5894043695
"531",21,"16:38","APCL",8,"111","",TRUE,9.8652110458375,123.58839835275
"536",22,"09:54","PRBI",11,"112","",TRUE,9.833411444,123.5690497
"537",22,"10:08","PRBI",12,"113","",TRUE,9.832887513,123.5691369
"5371",22,"10:08","PRBI",6,"114","",TRUE,9.832887513,123.5691369
"538",22,"10:16","PRBI",14,"115","",TRUE,9.832646369,123.5689489
"547",22,"10:35","PRBI",10,"116","",TRUE,9.832660528,123.5684931
"551",22,"10:44","PRBI",5,"117","",TRUE,9.833037084,123.5685467
"5511",22,"10:44","PRBI",12,"118","",TRUE,9.833037084,123.5685467
"554",22,"11:08","PRBI",10,"119","Samples taken after survey ended. Use ave lat/long of this circular survey",TRUE,9.832977396,123.5688171
"5541",22,"11:08","PRBI",5,"120","Samples taken after survey ended. Use ave lat/long of this circular survey",TRUE,9.832977396,123.5688171
"555",22,"11:24","PRBI",12,"121","Samples taken after survey ended. Use ave lat/long of this circular survey",TRUE,9.832977396,123.5688171
"564",23,"12:58","PRBI",13,"122","",TRUE,9.842880105135,123.568275331
"5641",23,"12:58","PRBI",6,"123","",TRUE,9.842880105135,123.568275331
"636",25,"10:30","APCL",7,"124","",TRUE,9.6349017857575,123.48470396375
"6361",25,"10:30","APCL",8,"125","",TRUE,9.6349017857575,123.48470396375
"657",25,"10:57","APCL",6,"128","Not clear exactly to which anemones these fish belong",TRUE,9.635942922905,123.48508018525
"658",25,"10:58","APCL",5,"126","Not clear exactly to which anemones these fish belong",FALSE,9.6359816263425,123.4850874145
"6581",25,"10:58","APCL",7,"127","Not clear exactly to which anemones these fish belong",TRUE,9.6359816263425,123.4850874145
"6582",25,"10:58","APCL",8,"130","Not clear exactly to which anemones these fish belong",TRUE,9.6359816263425,123.4850874145
"6583",25,"10:58","APCL",7,"129","Not clear exactly to which anemones these fish belong",FALSE,9.6359816263425,123.4850874145
"659",25,"11:24","APCL",10,"131","",TRUE,9.6359746903175,123.48508957325
"638",25,"11:31","APCL",8,"132","",TRUE,9.636083592195,123.48509020175
"639",25,"11:34","APCL",7,"133","",TRUE,9.6360810357125,123.4850745485
"6391",25,"11:34","APCL",6,"134","",TRUE,9.6360810357125,123.4850745485
"6392",25,"11:34","APCL",6,"135","",FALSE,9.6360810357125,123.4850745485
"6393",25,"11:34","APCL",4,"136","",FALSE,9.6360810357125,123.4850745485
"642",25,"11:44","PRBI",10,"137","",TRUE,9.6361473994325,123.48513885875
"661",25,"11:44","APCL",8,"139","",TRUE,9.6361473994325,123.48513885875
"6421",25,"11:44","PRBI",6,"138","",TRUE,9.6361473994325,123.48513885875
"643",25,"11:58","APCL",6,"140","",TRUE,9.6363718248875,123.48528717625
"667",25,"12:04","APCL",8,"141","",TRUE,9.63656054344,123.485358192
"687",26,"14:15","APCL",6,"142","",TRUE,9.636718898545,123.48542250225
"6871",26,"14:15","APCL",7,"143","",TRUE,9.636718898545,123.48542250225
"668",26,"14:26","APCL",11,"144","",TRUE,9.6367651247425,123.485416635
"6681",26,"14:26","APCL",8,"145","",TRUE,9.6367651247425,123.485416635
"758",26,"16:05","PRBI",12,"146","",TRUE,9.642177654895,123.48777350025
"830",27,"17:36","PRBI",10,"147","",TRUE,9.6480470406825,123.4900545305
"8301",27,"17:36","PRBI",6,"148","",TRUE,9.6480470406825,123.4900545305
"861",28,"08:56","PRBI",8,"149","",TRUE,9.607030113695,123.473696555
"879",28,"09:43","PRBI",9,"150","",TRUE,9.60944688879,123.47434518875
"8791",28,"09:43","PRBI",5,"151","",TRUE,9.60944688879,123.47434518875
"852",28,"10:04","PRBI",12,"152","",TRUE,9.61030618055,123.47457782825
"8521",28,"10:04","PRBI",6,"153","",TRUE,9.61030618055,123.47457782825
"930",29,"11:39","PRBI",10,"154","",TRUE,9.601762632375,123.47766184475
"9301",29,"11:39","PRBI",5,"155","",TRUE,9.601762632375,123.47766184475
"903",29,"11:53","PRBI",8,"156","",TRUE,9.601981882005,123.47749007875
"942",29,"12:03","PRBI",7,"157","",TRUE,9.60202779388,123.4771979695
"909",29,"12:28","PRBI",11,"158","",TRUE,9.6026397147225,123.4758351135
"9091",29,"12:28","PRBI",8,"159","",TRUE,9.6026397147225,123.4758351135
"1050",31,"10:26","PRBI",5,"160","",TRUE,10.227573229925,123.817236903
"10501",31,"10:26","PRBI",11,"161","",TRUE,10.227573229925,123.817236903
"1046",31,"11:05","APCL",4,"162","",TRUE,10.22717812795,123.8195234235
"1047",31,"11:34","APCL",5,"163","",TRUE,10.2274436038,123.81993155925
"1053",31,"11:40","PRBI",3,"164","",TRUE,10.22754135775,123.8199307
"1048",31,"11:44","APCL",6,"165","",TRUE,10.2275549993,123.8199217105
"10481",31,"11:44","APCL",8,"166","",TRUE,10.2275549993,123.8199217105
"1049",31,"11:55","PRBI",6,"167","",TRUE,10.227837972325,123.819852937
"1062",32,"13:54","PRBI",12,"168","",TRUE,10.22062163565,123.7915877975
"10621",32,"13:54","PRBI",7,"169","",TRUE,10.22062163565,123.7915877975
"1072",32,"14:21","PRBI",8,"170","",TRUE,10.2206275449,123.7903635575
"1074",33,"15:34","APCL",7,"171","",TRUE,10.222767842925,123.78396162775
"1075",33,"15:37","APCL",9,"172","",TRUE,10.2227961109,123.78398497125
"10751",33,"15:37","APCL",8,"173","",TRUE,10.2227961109,123.78398497125
"1079",33,"15:44","PRBI",6,"181","",TRUE,10.2226633206,123.78395003975
"10791",33,"15:44","PRBI",13,"175","",TRUE,10.2226633206,123.78395003975
"1076",33,"16:20","PRBI",9,"174","",TRUE,10.22208442445,123.78329065625
"1077",33,"16:39","APCL",8,"176","",TRUE,10.2224811609,123.7825489415
"10771",33,"16:39","APCL",6,"177","",TRUE,10.2224811609,123.7825489415
"1088",33,"17:03","PRBI",10,"178","",TRUE,10.2236593631,123.78314919075
"1096",34,"10:28","PRBI",6,"179","",TRUE,10.2281617443125,123.817393707625
"1097",34,"10:34","PRBI",5,"180","",TRUE,10.2281010698,123.81744733075
"1090",34,"10:54","APCL",10,"182","",TRUE,10.227755745875,123.8172531325
"1091",34,"11:10","PRBI",13,"183","",TRUE,10.2279401582375,123.81707519525
"10911",34,"11:10","PRBI",8,"184","",TRUE,10.2279401582375,123.81707519525
"1098",35,"12:55","PRBI",11,"185","",TRUE,10.225748594375,123.8050192735
"10981",35,"12:55","PRBI",7,"186","",TRUE,10.225748594375,123.8050192735
"1099",35,"13:23","APCL",8,"187","",TRUE,10.225065427375,123.804846218375
"1100",35,"13:27","APCL",8,"190","",TRUE,10.2250892215125,123.804789494125
"11001",35,"13:27","APCL",8,"191","",TRUE,10.2250892215125,123.804789494125
"11002",35,"13:27","APCL",6,"192","",FALSE,10.2250892215125,123.804789494125
"11003",35,"13:27","APCL",7,"193","",FALSE,10.2250892215125,123.804789494125
"1101",35,"13:28","PRBI",11,"188","",TRUE,10.2251153206375,123.8047686965
"11011",35,"13:28","PRBI",5,"189","",TRUE,10.2251153206375,123.8047686965
"1102",35,"13:51","APCL",8,"194","",TRUE,10.225232604425,123.80460480925
"11021",35,"13:51","APCL",4,"195","",TRUE,10.225232604425,123.80460480925
"1106",36,"15:42","APCL",9,"196","",TRUE,10.2268644981125,123.796120867125
"1109",36,"16:25","APCL",9,"197","",TRUE,10.226463528825,123.796554976
"11091",36,"16:25","APCL",9,"198","",TRUE,10.226463528825,123.796554976
"1111",37,"11:01","APCL",9,"199","",TRUE,10.0584194879,123.63855344025
"11111",37,"11:01","APCL",8,"200","",TRUE,10.0584194879,123.63855344025
"11112",37,"11:01","APCL",3,"201","",FALSE,10.0584194879,123.63855344025
"1117",37,"11:11","APCL",7,"202","",FALSE,10.058378605175,123.63857567325
"11171",37,"11:11","APCL",5,"203","",FALSE,10.058378605175,123.63857567325
"11172",37,"11:11","APCL",8,"204","",TRUE,10.058378605175,123.63857567325
"11173",37,"11:11","APCL",8,"205","",TRUE,10.058378605175,123.63857567325
"1113",37,"11:47","APCL",10,"206","",TRUE,10.0585915055,123.6386880535
"11131",37,"11:47","APCL",8,"207","",TRUE,10.0585915055,123.6386880535
"1114",37,"11:57","APCL",6,"208","",TRUE,10.05913155155,123.638591473
"1126",38,"13:21","PRBI",7,"209","GPS was off. Use position recorded after survey ended",TRUE,10.06561151705,123.641366721
"1121",38,"13:28","PRBI",8,"210","GPS was off. Use position recorded after survey ended",TRUE,10.06561151705,123.641366721
"11211",38,"13:28","PRBI",13,"211","GPS was off. Use position recorded after survey ended",TRUE,10.06561151705,123.641366721
"1127",38,"13:37","APCL",8,"212","GPS was off. Use position recorded after survey ended",TRUE,10.06561151705,123.641366721
"1128",38,"13:44","PRBI",10,"213","GPS was off. Use position recorded after survey ended",TRUE,10.06561151705,123.641366721
"11281",38,"13:44","PRBI",4,"214","GPS was off. Use position recorded after survey ended",TRUE,10.06561151705,123.641366721
"1130",38,"13:57","PRBI",5,"215","GPS was off. Use position recorded after survey ended",TRUE,10.06561151705,123.641366721
"11301",38,"13:57","PRBI",9,"216","GPS was off. Use position recorded after survey ended",TRUE,10.06561151705,123.641366721
"1138",39,"15:34","APCL",10,"217","",TRUE,10.051013741175,123.63504628425
"11381",39,"15:34","APCL",9,"218","",TRUE,10.051013741175,123.63504628425
"1135",39,"16:00","APCL",10,"219","",TRUE,10.0518198707,123.635242358
"1139",39,"16:09","APCL",8,"220","",TRUE,10.05208140705,123.6355666115
"1161",40,"09:05","APCL",9,"221","",TRUE,10.0759676099,123.6593001175
"1147",40,"09:10","APCL",6,"222","",FALSE,10.076023642925,123.6593171745
"11471",40,"09:10","APCL",9,"223","",TRUE,10.076023642925,123.6593171745
"11472",40,"09:10","APCL",10,"224","",TRUE,10.076023642925,123.6593171745
"1163",40,"09:23","APCL",9,"225","",TRUE,10.076465327275,123.65947666125
"1150",40,"09:36","PRBI",9,"226","",TRUE,10.0768311764,123.659764202
"11501",40,"09:36","PRBI",14,"227","",TRUE,10.0768311764,123.659764202
"1152",40,"09:48","PRBI",12,"228","",TRUE,10.07692865795,123.65980384875
"11521",40,"09:48","PRBI",6,"229","",TRUE,10.07692865795,123.65980384875
"1153",40,"10:09","PRBI",10,"230","",TRUE,10.0771365082,123.660232583
"1170",40,"10:17","PRBI",10,"231","",TRUE,10.077177663325,123.660270134
"11701",40,"10:17","PRBI",4,"232","",TRUE,10.077177663325,123.660270134
"1176",41,"11:05","PRBI",12,"233","",TRUE,10.077325855375,123.6613898305
"1189",41,"11:33","PRBI",5,"234","",TRUE,10.07728099125,123.662254193
"11891",41,"11:33","PRBI",10,"235","",TRUE,10.07728099125,123.662254193
"1180",41,"11:43","PRBI",9,"236","",TRUE,10.077233402975,123.66238937225
"1181",41,"11:52","PRBI",8,"237","",TRUE,10.0773131987,123.66262102725
"1191",41,"11:55","PRBI",5,"238","",TRUE,10.077351965,123.662657363
"11911",41,"11:55","PRBI",10,"239","",TRUE,10.077351965,123.662657363
"1202",42,"13:37","APCL",6,"240","",TRUE,10.555655735075,124.040617577
"12021",42,"13:37","APCL",5,"241","",TRUE,10.555655735075,124.040617577
"12022",42,"13:37","APCL",4,"242","",FALSE,10.555655735075,124.040617577
"1192",42,"13:50","APCL",9,"243","",TRUE,10.555924354125,124.04088801925
"1195",42,"14:04","APCL",6,"244","",TRUE,10.557067981,124.04087230325
"1197",42,"14:12","APCL",10,"245","",TRUE,10.5571248941,124.040770023
"1198",42,"14:27","APCL",8,"246","",TRUE,10.558254984225,124.040515339
"11981",42,"14:27","APCL",5,"247","",TRUE,10.558254984225,124.040515339
"1208",42,"14:41","APCL",9,"249","",TRUE,10.559055539775,124.0405114625
"12081",42,"14:41","APCL",9,"248","",TRUE,10.559055539775,124.0405114625
"1201",42,"14:54","APCL",8,"250","",TRUE,10.559785813075,124.0405327105
"12011",42,"14:54","APCL",10,"251","",TRUE,10.559785813075,124.0405327105
"12012",42,"14:54","APCL",4,"252","",FALSE,10.559785813075,124.0405327105
"1212",43,"15:35","APCL",8,"253","",TRUE,10.561546599475,124.04024410075
"1229",43,"15:49","APCL",9,"254","",TRUE,10.56245689515,124.040417166
"12291",43,"15:49","APCL",10,"255","",TRUE,10.56245689515,124.040417166
"12292",43,"15:49","APCL",5,"256","",FALSE,10.56245689515,124.040417166
"1216",43,"15:59","APCL",9,"257","",TRUE,10.56260774845,124.040355999
"1218",43,"16:08","APCL",7,"258","",TRUE,10.563236915025,124.0404562885
"12181",43,"16:08","APCL",8,"259","",TRUE,10.563236915025,124.0404562885
"1294",45,"11:06","PRBI",11,"260","",TRUE,10.48735179475,124.0284745465
"12941",45,"11:06","PRBI",6,"261","",TRUE,10.48735179475,124.0284745465
"1301",45,"11:27","PRBI",10,"262","",TRUE,10.4882002529,124.02870771
"13011",45,"11:27","PRBI",5,"263","",TRUE,10.4882002529,124.02870771
"1315",49,"11:04","APCL",6,"264","",TRUE,10.173176773825,124.74944574975
"13151",49,"11:04","APCL",8,"265","",TRUE,10.173176773825,124.74944574975
"13152",49,"11:04","APCL",4,"266","",FALSE,10.173176773825,124.74944574975
"1317",49,"11:13","APCL",8,"267","Added from MLP notes. Other fish present but not recorded.",TRUE,10.173133208875,124.74953482875
"13171",49,"11:13","APCL",12,"268","Added from MLP notes. Other fish present but not recorded.",TRUE,10.173133208875,124.74953482875
"1318",49,"11:20","APCL",9,"269","Added from MLP notes. Other fish present but not recorded.",TRUE,10.173175914675,124.74964871775
"13181",49,"11:20","APCL",9,"270","Added from MLP notes. Other fish present but not recorded.",FALSE,10.173175914675,124.74964871775
"13182",49,"11:20","APCL",8,"271","Added from MLP notes. Other fish present but not recorded.",FALSE,10.173175914675,124.74964871775
"13183",49,"11:20","APCL",11,"272","Added from MLP notes. Other fish present but not recorded.",TRUE,10.173175914675,124.74964871775
"13184",49,"11:20","APCL",5,"273","Added from MLP notes. Other fish present but not recorded.",FALSE,10.173175914675,124.74964871775
"13185",49,"11:20","APCL",8,"274","Added from MLP notes. Other fish present but not recorded.",FALSE,10.173175914675,124.74964871775
"1316",49,"11:42","APCL",8,"275","",TRUE,10.17321172635,124.74969486025
"1335",50,"13:34","APCL",9,"279","",TRUE,10.17266262785,124.7508511645
"1319",50,"13:42","APCL",10,"280","",TRUE,10.17251428915,124.7510570455
"1320",50,"13:47","APCL",4,"281","",TRUE,10.17248424005,124.75104836975
"1338",50,"13:49","APCL",8,"282","",TRUE,10.172489499675,124.751091411
"13381",50,"13:49","APCL",10,"283","",TRUE,10.172489499675,124.751091411
"13382",50,"13:49","APCL",4,"284","",FALSE,10.172489499675,124.751091411
"1321",50,"14:11","APCL",12,"285","",TRUE,10.17142981755,124.75099950325
"1418",55,"13:11","APCL",9,"288","",TRUE,10.0074805878,125.029367453
"14181",55,"13:11","APCL",10,"302","",TRUE,10.0074805878,125.029367453
"1419",55,"13:19","APCL",7,"286","",TRUE,10.0074242195,125.02934381575
"14191",55,"13:19","APCL",4,"287","",TRUE,10.0074242195,125.02934381575
"1420",55,"13:42","APCL",7,"290","",TRUE,10.007431721325,125.02937665225
"1421",55,"13:45","APCL",9,"289","",TRUE,10.007452697025,125.0293585475
"14211",55,"13:45","APCL",11,"291","",TRUE,10.007452697025,125.0293585475
"1422",55,"13:49","APCL",6,"292","",TRUE,10.00743142795,125.0293255015
"1423",55,"13:56","APCL",7,"293","",TRUE,10.007327639025,125.02931980175
"14231",55,"13:56","APCL",4,"294","",TRUE,10.007327639025,125.02931980175
"1424",55,"14:00","APCL",6,"295","",FALSE,10.007251740925,125.0293402535
"14241",55,"14:00","APCL",10,"296","",TRUE,10.007251740925,125.0293402535
"14242",55,"14:00","APCL",9,"297","",TRUE,10.007251740925,125.0293402535
"1425",55,"14:11","APCL",8,"298","",TRUE,10.007211864,125.0294417165
"1426",55,"14:14","APCL",8,"299","",TRUE,10.007261107675,125.0294426595
"1427",55,"14:24","APCL",8,"300","",TRUE,10.007234222725,125.0294126315
"1428",55,"14:35","APCL",8,"301","",TRUE,10.00740200745,125.02933291975
"1429",55,"14:46","APCL",5,"303","",TRUE,10.0075762044,125.02930507075
"1430",55,"15:09","APCL",6,"304","",TRUE,10.0075732078,125.0293926615
"1431",55,"15:25","APCL",9,"305","",TRUE,10.007749500225,125.02929828125
"1577",57,"13:02","APCL",8,"306","",FALSE,9.962226944045,125.2236915685
"15771",57,"13:02","APCL",10,"307","",TRUE,9.962226944045,125.2236915685
"15772",57,"13:02","APCL",10,"308","",TRUE,9.962226944045,125.2236915685
"15773",57,"13:02","APCL",6,"318","",FALSE,9.962226944045,125.2236915685
"1579",57,"13:17","APCL",11,"309","",TRUE,9.9622600106525,125.2237803325
"15791",57,"13:17","APCL",7,"310","",FALSE,9.9622600106525,125.2237803325
"15792",57,"13:17","APCL",10,"311","",TRUE,9.9622600106525,125.2237803325
"1580",57,"13:20","APCL",8,"317","",TRUE,9.9622289766575,125.22371095125
"15801",57,"13:20","APCL",5,"314","",FALSE,9.9622289766575,125.22371095125
"15802",57,"13:20","APCL",5,"315","",FALSE,9.9622289766575,125.22371095125
"15803",57,"13:20","APCL",6,"316","",TRUE,9.9622289766575,125.22371095125
"1581",57,"13:29","APCL",9,"312","",TRUE,9.96226757532,125.223788547
"15811",57,"13:29","APCL",9,"313","",TRUE,9.96226757532,125.223788547
"1582",57,"13:40","APCL",10,"319","",TRUE,9.9621665733875,125.2236539755
"15821",57,"13:40","APCL",10,"320","",TRUE,9.9621665733875,125.2236539755
"1586",57,"14:02","APCL",8,"321","",TRUE,9.9624282354475,125.22386113425
"1587",57,"14:09","APCL",8,"322","",TRUE,9.962527623865,125.224002809
"1604",58,"09:27","PRBI",10,"323","On a small shelf on a wall!",TRUE,10.0174151128,125.024735362
"16041",58,"09:27","PRBI",4,"324","On a small shelf on a wall!",TRUE,10.0174151128,125.024735362
"1608",58,"09:59","PRBI",10,"325","",TRUE,10.01698503735,125.02493591975
"1615",58,"10:50","PRBI",12,"326","",TRUE,10.01698824345,125.02474690775
"16151",58,"10:50","PRBI",6,"327","",TRUE,10.01698824345,125.02474690775
"1628",58,"11:05","PRBI",6,"328","",TRUE,10.017052448825,125.02479422375
"16281",58,"11:05","PRBI",13,"329","",TRUE,10.017052448825,125.02479422375
"1639",58,"11:22","PRBI",8,"330","",TRUE,10.017078013625,125.02479424475
"1640",58,"11:28","PRBI",12,"331","",TRUE,10.016768344225,125.02497996675
"1641",58,"11:40","PRBI",13,"332","",TRUE,10.016255769875,125.025277629
"1642",58,"11:51","PRBI",9,"333","",TRUE,10.01619028625,125.0253224095
"1644",58,"13:17","PRBI",3,"334","",TRUE,10.01616467955,125.025341415
