SurveyNum,Observer,OnSwath,ObsTime,AnemSpp,AnemDia,Spp,Size1,ID1,Size2,ID2,Size3,ID3,Size4,ID4,Size5,ID5,Size6,ID6,Spp2,Spp2Size1,Spp2Size2,Depth,ft,Notes
2,MLP,1,15:14,ENQD,20,PRBI,9,,,,,,,,,,,,,,,,,
2,MLP,1,15:14,ENQD,30,PRBI,13,,,,,,,,,,,,,,,,,
2,MLP,1,15:17,ENQD,30,PRBI,15,,,,,,,,,,,,,,,,,
2,MLP,1,15:18,ENQD,12,PRBI,5,,,,,,,,,,,,,,,,,
2,MLP,1,15:19,HECR,27,,,,,,,,,,,,,,,,,,,
2,MLP,1,15:19,HECR,30,APCL,11,,10,,,,,,,,,,,,,,,
2,MLP,1,15:20,ENQD,30,PRBI,15,,9,,,,,,,,,,,,,,,
2,MLP,1,15:20,ENQD,30,PRBI,12,,8,,,,,,,,,,,,,,,
2,MLP,1,15:21,HECR,25,,,,,,,,,,,,,,,,,,,
2,MLP,1,15:21,HECR,30,,,,,,,,,,,,,,,,,,,
2,MLP,1,15:22,ENQD,35,PRBI,9,,12,,,,,,,,,,,,,,,
2,MLP,1,15:23,ENQD,30,PRBI,12,,5,,,,,,,,,,,,,,,
2,MLP,1,15:24,HECR,30,APCL,9,,9,,,,,,,,,,,,,,,
2,MLP,1,15:24,HECR,30,APCL,1,,,,,,,,,,,,,,,,,
2,MLP,1,15:26,ENQD,30,PRBI,15,,7,,,,,,,,,,,,,,,
2,MLP,1,15:31,HECR,28,,,,,,,,,,,,,,,,,,,
2,MLP,1,15:32,TRUD,,,,,,,,,,,,,,,,,,,,IMG_343
2,MLP,1,15:32,ENQD,30,PRBI,15,,8,,,,,,,,,,,,,,,
2,MLP,1,15:35,ENQD,30,PRBI,15,,9,,,,,,,,,,,,,,,
2,MLP,1,15:38,HECR,27,,,,,,,,,,,,,,,,,,,
2,MLP,1,15:39,HECR,25,,,,,,,,,,,,,,,,,,,
2,MLP,1,15:42,ENQD,30,PRBI,12,,8,,,,,,,,,,,,,,,
2,MLP,1,15:44,ENQD,30,,10,,8,,,,,,,,,,,,,,,
2,MLP,1,15:45,ENQD,30,PRBI,12,,,,,,,,,,,,,,,,,
2,MLP,1,15:50,ENQD,35,,,,,,,,,,,,,,,,,,,
2,MLP,1,15:50,ENQD,30,PRBI,9,,12,,,,,,,,,,,,,,,
2,MLP,1,16:03,ENQD,40,PRBI,7,,15,,,,,,,,,,,,,,,
2,MLP,1,16:04,ENQD,40,PRBI,5,,12,,,,,,,,,,,,,,,
3,MLP,1,10:24,HECR,20,,,,,,,,,,,,,,,,,4.6,,
3,MLP,1,10:32,HECR,40,APCL,5,,3,,,,,,,,,,,,,8,,
3,MLP,1,10:33,HECR,37,,,,,,,,,,,,,,,,,8,,
3,MLP,1,10:35,HECR,32,APCL,8,,5,,,,,,,,,,,,,7.6,,
3,MLP,1,10:42,HECR,30,APCL,5,,,,,,,,,,,,,,,,,
3,MLP,1,10:46,HECR,30,APCL,6,,,,,,,,,,,,,,,,,
4,MLP,1,11:48,STME,28,APOC,2,,2,,,,,,,,,,,,,,,3 photos taken
4,GS,1,11:52,ENQD,45,PRBI,1,,,,,,,,,,,,,,,,,
5,GS,1,13:26,HECR,32,,,,,,,,,,,,,,,,,,,
5,GS,1,13:34,HECR,18,,,,,,,,,,,,,,,,,,,
5,GS,1,13:49,HECR,27,APCL,6,,4,,,,,,,,,,,,,,,
5,GS,1,13:54,HECR,38,APCL,6,,6,,,,,,,,,,,,,,,
5,GS,1,13:58,HECR,45,APCL,7,,4,,2,,,,,,,,,,,,,
5,GS,1,14:08,HECR,30,APCL,6,,6,,4,,2,,,,,,APSA,1,,,,
5,GS,1,14:09,HECR,30,APCL,3,,2,,2,,,,,,,,APSA,1,,,,
5,GS,1,14:20,ENQD,26,APML,3,,2,,,,,,,,,,,,,8,,ID as not APFR based on depth
5,MLP,1,13:21,ENQD,30,APCL,10,,10,,,,,,,,,,,,,,,
5,MLP,1,13:24,HECR,18,APCL,7,,,,,,,,,,,,,,,,,
5,MLP,1,13:30,HECR,25,APCL,7,,5,,,,,,,,,,,,,,,
5,MLP,1,13:33,HECR,40,APCL,10,,,,,,,,,,,,,,,,,
5,MLP,1,13:37,HECR,28,APSA,8,,,,,,,,,,,,,,,,,
5,MLP,1,13:41,HECR,32,APCL,14,,10,,,,,,,,,,,,,,,
5,MLP,1,13:45,HECR,30,APCL,12,,8,,5,,,,,,,,,,,,,
5,MLP,0,14:01,ZZZZ,,APCL,11,,,,,,,,,,,,,,,,,No anemone seen
5,MLP,0,14:02,ZZZZ,,APCL,13,,3,,,,,,,,,,,,,,,No anemone seen
5,MLP,0,14:06,ENQD,40,PRBI,9,,,,,,,,,,,,,,,,,"Might by APML, based on others seen at this site"
5,MLP,1,14:09,ENQD,27,PRBI,7,,,,,,,,,,,,,,,,,"Might by APML, based on others seen at this site"
5,MLP,1,14:10,ZZZZ,,APCL,9,,9,,,,,,,,,,,,,,,No anemone seen
5,MLP,0,14:12,ZZZZ,,APCL,12,,,,,,,,,,,,,,,,,No anemone seen
5,MLP,1,14:13,ENQD,30,APML,11,,7,,,,,,,,,,,,,8,,Not APFR because at 8m depth
5,MLP,1,14:15,HECR,40,APCL,12,,10,,4,,4,,,,,,,,,,,
5,MLP,1,14:18,ENQD,30,APML,10,,7,,,,,,,,,,,,,8,,Not APFR because at 8m depth
6,MLP,1,10:08,HECR,25,APCL,10,,8,,,,,,,,,,,,,,,
6,MLP,1,10:12,ENQD,30,APML,7,,,,,,,,,,,,,,,,,
6,MLP,1,10:21,HECR,40,APCL,10,,9,,6,,4,,,,,,,,,,,
6,MLP,1,10:23,ENQD,28,APML,9,,,,,,,,,,,,,,,,,
6,MLP,1,10:32,HECR,30,APSA,6,,3,,,,,,,,,,,,,,,
6,MLP,0,10:36,HECR,25,APCL,9,,,,,,,,,,,,APSA,5,,5,,
6,MLP,1,10:38,ENQD,45,PRBI,13,,8,,,,,,,,,,,,,,,and Stenopus hispidus
6,MLP,1,10:43,HECR,23,APCL,4,,,,,,,,,,,,,,,,,
6,MLP,1,10:52,ENQD,25,APOC,7,,5,,,,,,,,,,,,,,,
6,MLP,1,10:53,HECR,15,,,,,,,,,,,,,,,,,,,
6,MLP,1,10:53,HECR,25,,,,,,,,,,,,,,,,,,,
6,MLP,1,10:53,HECR,15,APCL,10,,,,,,,,,,,,,,,,,
6,MLP,1,10:57,HECR,40,APSA,4,,,,,,,,,,,,,,,,,
6,MLP,1,10:58,ZZZZ,,APCL,9,,,,,,,,,,,,,,,,,
6,MLP,1,11:01,HECR,15,APOC,4,,,,,,,,,,,,,,,,,
6,MLP,1,11:01,ZZZZ,,APCL,8,,,,,,,,,,,,,,,,,
6,MLP,1,11:07,ENQD,17,APML,9,,,,,,,,,,,,,,,,,
6,MLP,1,11:10,HECR,20,APCL,12,,10,,,,,,,,,,APSA,5,,,,
6,MLP,1,11:16,ZZZZ,,APCL,12,,11,,,,,,,,,,,,,,,
6,GS,1,10:05,HECR,25,APCL,6,,,,,,,,,,,,,,,,,
6,GS,1,10:13,ENQD,28,PRBI,5,,,,,,,,,,,,,,,,,
6,GS,1,10:15,ZZZZ,,APCL,5,,2,,2,,,,,,,,,,,,,
6,GS,1,10:30,HECR,27,APCL,6,,,,,,,,,,,,APPE,4,,,,
6,GS,1,10:32,HECR,27,APPE,4,,4,,,,,,,,,,,,,,,
6,GS,1,10:33,HECR,32,APCL,7,,4,,2,,,,,,,,APPE,1,,,,
6,GS,1,10:34,HECR,39,APPE,4,,,,,,,,,,,,,,,,,
6,GS,1,10:44,HECR,34,,,,,,,,,,,,,,,,,,,
6,GS,1,10:46,ENQD,38,APOC,8,,5,,1,,,,,,,,,,,,,ENQD very reddish
6,GS,1,10:49,HECR,22,APCL,6,,,,,,,,,,,,,,,,,
6,GS,1,10:52,HECR,31,,,,,,,,,,,,,,,,,,,
6,GS,1,10:56,HECR,30,APCL,3,,2,,,,,,,,,,APPE,5,,,,
6,GS,1,10:59,HECR,22,APCL,7,,5,,2,,2,,,,,,,,,,,
6,GS,1,11:02,HECR,29,,,,,,,,,,,,,,,,,,,
6,GS,1,11:03,HECR,30,,,,,,,,,,,,,,,,,,,
6,GS,1,11:06,HECR,32,APCL,4,,,,,,,,,,,,,,,,,
6,GS,1,11:07,HECR,20,APCL,5,,3,,,,,,,,,,,,,,,
6,GS,1,11:11,HECR,34,APCL,7,,6,,3,,1,,,,,,,,,,,
7,MLP,1,14:15,HECR,40,,,,,,,,,,,,,,,,,7,,
7,MLP,1,14:15,HECR,50,APCL,8,,4,,,,,,,,,,,,,7,,
7,MLP,1,14:22,HECR,40,APCL,8,,,,,,,,,,,,,,,,,
7,MLP,1,14:27,HECR,25,,,,,,,,,,,,,,,,,,,
7,GS,1,13:59,ENQD,47,PRBI,8,,,,,,,,,,,,,,,,,
7,GS,1,14:09,ENQD,33,PRBI,6,,,,,,,,,,,,,,,,,
7,GS,1,14:25,HECR,37,,,,,,,,,,,,,,,,,,,
8,MLP,1,15:35,HECR,30,,,,,,,,,,,,,,,,,,,
8,MLP,1,15:36,HECR,30,,,,,,,,,,,,,,,,,,,
8,MLP,1,15:40,HECR,30,,,,,,,,,,,,,,,,,,,
8,MLP,1,15:41,HECR,33,,,,,,,,,,,,,,,,,,,
8,MLP,1,15:42,HECR,30,,,,,,,,,,,,,,,,,,,
8,MLP,1,15:44,HECR,40,,,,,,,,,,,,,,,,,,,
8,MLP,1,15:45,ENQD,40,PRBI,12,,7,,,,,,,,,,,,,7.5,,
8,MLP,1,15:47,ENQD,25,PRBI,10,,,,,,,,,,,,,,,,,
8,MLP,1,15:49,HECR,31,,,,,,,,,,,,,,,,,,,
8,MLP,1,15:49,ENQD,29,PRBI,9,,4,,,,,,,,,,,,,,,
8,GS,1,15:34,ZZZZ,,PRBI,6,,,,,,,,,,,,,,,,,
8,GS,1,15:37,HECR,32,,,,,,,,,,,,,,,,,,,
8,GS,1,15:38,ENQD,30,PRBI,7,,1,,,,,,,,,,,,,,,
8,GS,1,15:43,ENQD,30,PRBI,8,,5,,,,,,,,,,,,,,,
8,GS,1,15:47,ENQD,28,PRBI,8,,,,,,,,,,,,,,,,,
9,MLP,,14:52,ENQD,20,PRBI,7,1 to 6,,,,,,,,,,,,,,,,Didn't label tubes ahead of time
9,MLP,,15:07,ENQD,20,PRBI,6,1 to 6,,,,,,,,,,,,,,,,Didn't label tubes ahead of time
9,MLP,,15:18,ENQD,33,PRBI,8,1 to 6,,,,,,,,,,,,,,,,Didn't label tubes ahead of time
9,MLP,,15:22,ENQD,25,PRBI,8,,1,,,,,,,,,,,,,,,Couldn't catch
9,MLP,,15:32,ENQD,20,PRBI,10,1 to 6,,,,,,,,,,,,,,,,Didn't label tubes ahead of time
9,MLP,,15:39,ENQD,25,PRBI,10,1 to 6,,,,,,,,,,,,,,,,Didn't label tubes ahead of time
9,MLP,,15:48,ENQD,15,PRBI,6,1 to 6,,,,,,,,,,,,,,,,Didn't label tubes ahead of time
10,MLP,,16:35,ENQD,35,PRBI,13,7 to 8,6,7 to 8,,,,,,,,,,,,7.3,,Didn't label tubes ahead of time
11,MLP,,14:21,ENQD,15,PRBI,10,9,,,,,,,,,,,,,,,,
11,MLP,,14:32,ENQD,13,PRBI,12,10,5,11,,,,,,,,,,,,4.5,,
11,MLP,,14:45,ENQD,17,PRBI,10,12,,,,,,,,,,,,,,6,,
11,MLP,,14:54,ENQD,35,PRBI,13,13,6,14,,,,,,,,,,,,8.4,,
11,MLP,,15:02,ENQD,22,PRBI,12,15,4,,,,,,,,,,,,,8.7,,
11,MLP,,15:07,ENQD,15,PRBI,7,16,,,,,,,,,,,,,,8,,
11,MLP,,15:12,ENQD,20,PRBI,12,17,4,,,,,,,,,,,,,8,,
11,MLP,,15:18,ENQD,18,PRBI,9,18,,,,,,,,,,,,,,7.9,,
11,MLP,,15:22,ENQD,15,PRBI,8,,,,,,,,,,,,,,,5.8,,Couldn't catch
11,MLP,,15:34,ENQD,40,PRBI,10,19,,,,,,,,,,,,,,6,,
11,MLP,,15:54,ENQD,20,PRBI,12,,7,20,,,,,,,,,,,,2.3,,
12,MLP,,10:28,HECR,30,APCL,9,21,,,,,,,,,,,,,,3.1,,
12,MLP,,10:34,ENQD,40,PRBI,14,22,,,,,,,,,,,,,,4.3,,
12,MLP,,10:38,ENQD,40,PRBI,16,23,13,24,,,,,,,,,,,,3.2,,
12,MLP,,10:43,ENQD,20,PRBI,15,25,,,,,,,,,,,,,,4,,
12,MLP,,10:49,ENQD,25,PRBI,14,26,,,,,,,,,,,,,,4.5,,
12,MLP,,10:53,HECR,45,APCL,10,27,11,28,,,,,,,,,,,,4.1,,
12,MLP,,10:59,ENQD,30,PRBI,12,29,,,,,,,,,,,,,,5,,
12,MLP,,11:01,ENQD,35,PRBI,14,30,9,31,,,,,,,,,,,,5.5,,
12,MLP,,11:05,ENQD,15,PRBI,9,32,,,,,,,,,,,,,,5.2,,
12,MLP,,11:09,ENQD,36,PRBI,12,33,8,,,,,,,,,,,,,5.6,,
12,MLP,,11:17,ENQD,30,PRBI,15,34,,,,,,,,,,,,,,3.2,,
12,MLP,,11:22,ENQD,20,PRBI,9,35,,,,,,,,,,,,,,3.3,,
12,MLP,,11:25,ENQD,35,PRBI,6,36,14,37,,,,,,,,,,,,5.2,,
12,MLP,,11:30,HECR,40,APCL,7,38,10,39,,,,,,,,,,,,3.6,,
12,MLP,,11:33,ENQD,37,PRBI,14,40,8,41,,,,,,,,,,,,3,,
12,MLP,,11:38,ENQD,25,PRBI,15,42,9,43,,,,,,,,,,,,3.1,,
12,MLP,,11:46,ENQD,60,PRBI,13,44,11,45,,,,,,,,,,,,3.4,,
12,MLP,,11:51,ENQD,35,PRBI,12,46,,,,,,,,,,,,,,3.7,,
12,MLP,,11:55,HECR,40,APCL,8,47,,,,,,,,,,,,,,3.6,,
12,MLP,,12:03,HECR,50,APCL,11,48,,,,,,,,,,,,,,4.1,,
13,MLP,,10:44,MADO,20,APCL,6,49,6,50,,,,,,,,,,,,4,,Corkscrew anemone? purple verrucae in rows
13,MLP,,10:50,ENQD,35,PRBI,12,51,,,,,,,,,,,,,,4.6,,
13,MLP,,11:00,HECR,30,APCL,9,52,,,,,,,,,,,,,,4.6,,
13,MLP,,11:04,HEAR,20,APCL,8,53,,,,,,,,,,,,,,6.2,,"Heteractis aurora? Had “grapes” along tentacles, on sand"
13,MLP,,11:10,HECR,30,APCL,10,54,,,,,,,,,,,,,,4.6,,
13,MLP,,11:15,HECR,15,APCL,6,55,,,,,,,,,,,,,,4.6,,
13,MLP,,11:18,HECR,35,APCL,8,56,7,57,,,,,,,,,,,,4.5,,
13,MLP,,11:25,HECR,25,APCL,8,58,,,,,,,,,,,,,,4.6,,
14,MLP,,12:01,HECR,20,APCL,7,59,5,60,,,,,,,,,,,,2.7,,
14,MLP,,12:07,ZZZZ,,APCL,8,61,7,62,,,,,,,,,,,,3.3,,No anemone seen
14,MLP,,12:14,HECR,,APCL,7,63,,,,,,,,,,,,,,3.5,,
14,MLP,,12:20,HECR,30,APCL,9,64,2,,2,,,,,,,,,,,3.5,,
14,MLP,,12:23,HECR,20,APCL,7,65,,,,,,,,,,,,,,4,,
14,MLP,,12:30,ZZZZ,,APCL,8,67,,,,,,,,,,,,,,4.7,,lost tube #66
14,MLP,,12:34,ZZZZ,,APCL,9,68,,,,,,,,,,,,,,3.8,,
14,MLP,,12:42,HECR,30,APCL,9,70,5,69,,,,,,,,,,,,4,,
14,MLP,,13:14,ENQD,35,PRBI,12,71,14,72,,,,,,,,,,,,5.3,,
15,MLP,1,15:21,HECR,35,,,,,,,,,,,,,,,,,5,,
15,MLP,1,15:22,ENQD,40,APML,12,9,,,,,,,,,,,,,,,,
15,MLP,1,15:25,HECR,40,APPE,9,,,,,,,,,,,,,,,,,
15,MLP,1,15:25,HECR,30,,,,,,,,,,,,,,,,,,,
15,MLP,1,15:26,HECR,,APPE,8,,,,,,,,,,,,,,,,,
15,MLP,1,15:26,HECR,40,APPE,7,,,,,,,,,,,,,,,,,
15,MLP,1,15:27,HECR,30,,,,,,,,,,,,,,,,,,,
15,MLP,1,15:41,HECR,28,,,,,,,,,,,,,,,,,,,
15,MLP,1,15:41,HECR,35,,,,,,,,,,,,,,,,,,,
15,MLP,1,15:43,ENQD,40,APML,9,,,,,,,,,,,,,,,,,
15,MLP,1,15:44,HECR,40,APPE,8,,,,,,,,,,,,,,,,,
15,MLP,1,15:44,HECR,45,,,,,,,,,,,,,,,,,,,
15,MLP,1,15:45,HECR,30,APPE,7,,,,,,,,,,,,,,,,,
15,MLP,1,15:45,HECR,30,APPE,6,,6,,,,,,,,,,,,,,,
15,MLP,1,15:45,ENQD,15,APOC,4,,,,,,,,,,,,,,,,,
15,MLP,1,15:46,HECR,20,APCL,8,,,,,,,,,,,,,,,,,
15,MLP,1,15:47,HECR,40,APPE,6,,,,,,,,,,,,,,,,,
15,MLP,1,15:47,HECR,25,,,,,,,,,,,,,,,,,,,
15,MLP,1,15:47,HECR,25,APCL,5,,,,,,,,,,,,,,,,,
15,MLP,1,15:48,HECR,30,APPE,7,,,,,,,,,,,,,,,,,
15,MLP,1,15:48,HECR,25,,,,,,,,,,,,,,,,,,,
15,MLP,1,15:49,HECR,20,APPE,6,,,,,,,,,,,,APCL,4,,,,
15,MLP,1,15:51,HECR,20,APCL,9,,7,,,,,,,,,,,,,,,
15,MLP,1,15:52,HECR,30,APCL,6,,4,,3,,2,,1,,,,,,,,,
15,MLP,1,15:53,ZZZZ,,APCL,9,,6,,,,,,,,,,,,,,,No anemone seen
15,MLP,1,15:53,HECR,40,APPE,7,,,,,,,,,,,,,,,,,
15,MLP,1,15:53,HECR,40,,,,,,,,,,,,,,,,,,,
15,MLP,1,15:54,HECR,35,APCL,3,,,,,,,,,,,,,,,,,
15,MLP,1,15:55,HECR,30,APCL,8,,5,,,,,,,,,,,,,,,
15,MLP,1,15:58,ENQD,45,APML,12,,8,,,,,,,,,,,,,4,,
15,MLP,1,15:58,HECR,40,,,,,,,,,,,,,,,,,,,
15,MLP,1,15:59,HECR,30,APPE,4,,,,,,,,,,,,,,,,,
15,MLP,1,15:59,HECR,20,,,,,,,,,,,,,,,,,,,
15,MLP,1,15:59,HECR,30,APPE,5,,,,,,,,,,,,,,,,,
15,MLP,1,15:59,HECR,25,APPE,6,,6,,,,,,,,,,,,,,,
15,MLP,1,16:00,HECR,30,,,,,,,,,,,,,,,,,,,
15,MLP,1,16:01,HECR,30,APCL,12,,10,,4,,,,,,,,,,,,,
15,MLP,1,16:02,HECR,20,APCL,6,,,,,,,,,,,,,,,,,
15,MLP,1,16:02,HECR,30,APCL,7,,,,,,,,,,,,,,,,,
15,MLP,1,16:03,ENQD,20,APML,8,,6,,6,,,,,,,,,,,5,,
15,MLP,1,16:04,HECR,27,APCL,4,,,,,,,,,,,,,,,,,
15,MLP,1,16:04,HECR,20,APPE,6,,,,,,,,,,,,,,,,,
15,MLP,1,16:05,HECR,20,APPE,8,,,,,,,,,,,,,,,,,
15,MLP,1,16:06,HECR,30,,,,,,,,,,,,,,,,,,,
15,MLP,1,16:06,HECR,25,APPE,6,,,,,,,,,,,,,,,,,
15,MLP,1,16:09,HECR,30,,,,,,,,,,,,,,,,,,,
15,MLP,1,16:09,HECR,20,APPE,4,,,,,,,,,,,,,,,,,
15,MLP,1,16:11,HECR,40,APCL,11,,10,,8,,6,,,,,,,,,,,
15,MLP,1,16:12,HECR,25,APPE,6,,,,,,,,,,,,,,,,,
15,MLP,1,16:13,HECR,30,APPE,5,,,,,,,,,,,,,,,,,
15,MLP,1,16:13,HECR,35,APCL,9,,4,,,,,,,,,,,,,,,
15,MLP,1,16:13,HECR,30,APPE,6,,,,,,,,,,,,,,,,,
15,MLP,1,16:13,HECR,50,APPE,9,,7,,,,,,,,,,,,,,,
15,MLP,1,16:13,HECR,30,APPE,6,,,,,,,,,,,,,,,,,
15,MLP,1,16:14,HECR,30,APPE,7,,,,,,,,,,,,,,,,,
15,MLP,1,16:17,HECR,30,,,,,,,,,,,,,,,,,,,
15,MLP,1,16:17,HECR,30,APPE,9,,6,,,,,,,,,,,,,,,
15,MLP,1,16:17,HECR,30,APCL,8,,,,,,,,,,,,,,,,,
15,MLP,1,16:20,HECR,30,APSA,7,,5,,,,,,,,,,,,,,,
15,MLP,1,16:20,HECR,30,,,,,,,,,,,,,,,,,,,
15,MLP,1,16:24,HECR,20,,,,,,,,,,,,,,,,,,,
15,MLP,1,16:25,HECR,30,APCL,11,,9,,,,,,,,,,,,,,,
15,MLP,1,16:25,HECR,30,,,,,,,,,,,,,,,,,,,
15,MLP,1,16:25,HECR,25,APPE,8,,,,,,,,,,,,,,,,,
15,MLP,1,16:25,HECR,30,,,,,,,,,,,,,,,,,,,
15,MLP,1,16:25,HECR,30,,,,,,,,,,,,,,,,,,,
15,GS,1,15:23,HECR,32,,,,,,,,,,,,,,,,,,,
15,GS,1,15:23,HECR,30,,,,,,,,,,,,,,,,,,,
15,GS,1,15:24,HECR,25,APPE,6,,6,,,,,,,,,,,,,,,
15,GS,1,15:24,HECR,20,APCL,5,,5,,,,,,,,,,,,,,,
15,GS,1,15:25,HECR,30,APPE,6,,,,,,,,,,,,,,,,,
15,GS,1,15:25,HECR,28,APCL,5,,,,,,,,,,,,,,,,,
15,GS,1,15:26,HECR,28,,,,,,,,,,,,,,,,,,,
15,GS,1,15:27,ENQD,28,PRBI,11,73,5,74,,,,,,,,,,,,2.6,,
15,GS,1,15:27,HECR,26,,,,,,,,,,,,,,,,,,,
15,GS,1,15:27,HECR,12,,,,,,,,,,,,,,,,,,,
15,GS,1,15:40,HECR,30,,,,,,,,,,,,,,,,,,,
15,GS,1,15:40,HECR,30,,,,,,,,,,,,,,,,,,,
15,GS,1,15:40,HECR,30,,,,,,,,,,,,,,,,,,,
15,GS,1,15:41,HECR,30,,,,,,,,,,,,,,,,,,,
15,GS,1,15:41,HECR,28,,,,,,,,,,,,,,,,,,,
15,GS,1,15:41,HECR,22,,,,,,,,,,,,,,,,,,,
15,GS,1,15:41,HECR,30,,,,,,,,,,,,,,,,,,,
15,GS,1,15:42,HECR,27,,,,,,,,,,,,,,,,,,,
15,GS,1,15:42,HECR,30,,,,,,,,,,,,,,,,,,,
15,GS,1,15:42,HECR,28,APPE,6,,,,,,,,,,,,,,,,,
15,GS,1,15:42,HECR,28,,,,,,,,,,,,,,,,,,,
15,GS,1,15:43,HECR,27,APCL,4,,,,,,,,,,,,,,,,,
15,GS,1,15:44,HECR,35,,,,,,,,,,,,,,,,,,,
15,GS,1,15:44,HECR,28,,,,,,,,,,,,,,,,,,,
15,GS,1,15:44,HECR,25,APPE,4,,,,,,,,,,,,,,,,,
15,GS,1,15:45,HECR,30,APCL,4,,4,,3,,2,,,,,,,,,,,
15,GS,1,15:46,HECR,27,APPE,5,,,,,,,,,,,,,,,,,
15,GS,1,15:47,HECR,15,,,,,,,,,,,,,,,,,,,
15,GS,1,15:47,HECR,18,,,,,,,,,,,,,,,,,,,
15,GS,1,15:47,HECR,20,,,,,,,,,,,,,,,,,,,
15,GS,1,15:48,HECR,20,APCL,5,,3,,2,,,,,,,,,,,,,
15,GS,1,15:49,HECR,28,,,,,,,,,,,,,,,,,,,
15,GS,1,15:50,HECR,28,APCL,4,,2,,,,,,,,,,,,,,,
15,GS,1,15:50,HECR,30,,,,,,,,,,,,,,,,,,,
15,GS,1,15:51,HECR,28,,,,,,,,,,,,,,,,,,,
15,GS,1,15:52,HECR,20,APPE,4,,4,,,,,,,,,,,,,,,
15,GS,1,15:52,HECR,30,,,,,,,,,,,,,,,,,,,
15,GS,1,15:52,HECR,30,,,,,,,,,,,,,,,,,,,
15,GS,1,15:53,HECR,18,APCL,4,,,,,,,,,,,,,,,,,
15,GS,1,15:53,HECR,15,APCL,3,,,,,,,,,,,,,,,,,
15,GS,1,15:53,HECR,19,APCL,8,,2,,,,,,,,,,,,,,,
15,GS,1,15:57,HECR,22,,,,,,,,,,,,,,,,,,,
15,GS,1,15:57,HECR,18,,,,,,,,,,,,,,,,,,,
15,GS,1,15:57,HECR,15,,,,,,,,,,,,,,,,,,,
15,GS,1,15:57,HECR,14,,,,,,,,,,,,,,,,,,,
15,GS,1,15:57,HECR,18,,,,,,,,,,,,,,,,,,,
15,GS,1,15:57,HECR,26,APPE,3,,3,,,,,,,,,,,,,,,
15,GS,1,15:57,HECR,26,,,,,,,,,,,,,,,,,,,
15,GS,1,15:58,HECR,15,,,,,,,,,,,,,,,,,,,
15,GS,1,15:58,HECR,15,,,,,,,,,,,,,,,,,,,
15,GS,1,15:59,HECR,15,,,,,,,,,,,,,,,,,,,
15,GS,1,15:59,HECR,15,,,,,,,,,,,,,,,,,,,
15,GS,1,15:59,HECR,15,,,,,,,,,,,,,,,,,,,
15,GS,1,15:59,HECR,16,,,,,,,,,,,,,,,,,,,
15,GS,1,15:59,HECR,18,,,,,,,,,,,,,,,,,,,
15,GS,1,16:00,ENQD,28,APOC,6,,6,,,,,,,,,,,,,,,
15,GS,1,16:01,HECR,20,,,,,,,,,,,,,,,,,,,
15,GS,1,16:01,HECR,20,,,,,,,,,,,,,,,,,,,
15,GS,1,16:01,HECR,22,,,,,,,,,,,,,,,,,,,
15,GS,1,16:01,HECR,32,APPE,8,,7,,,,,,,,,,,,,,,
15,GS,1,16:01,HECR,20,APCL,3,,,,,,,,,,,,,,,,,
15,GS,1,16:01,HECR,18,,,,,,,,,,,,,,,,,,,
15,GS,1,16:01,HECR,15,,,,,,,,,,,,,,,,,,,
